,ag,test type,repl,loss,acc,recall,prec,f1
0,3VRL,open,7,0.05404156073927879,0.9857142857142858,0.9764625850340136,0.9948710840033269,0.9855808843724251
1,3VRL,closed,7,0.11049334704875946,0.9610044916292364,0.9764625850340136,0.9472086577801241,0.9616131841629263
2,3VRL,open,5,0.0609951987862587,0.9849659863945578,0.9737414965986395,0.9961029923451635,0.984795321637427
3,3VRL,closed,5,0.11609944701194763,0.9619572614672656,0.9737414965986395,0.951349195799548,0.9624151146372621
4,3VRL,open,9,0.06343135237693787,0.9848299319727891,0.9731972789115646,0.9963783256720992,0.9846513868814095
5,3VRL,closed,9,0.1198013499379158,0.9620933714441269,0.9731972789115646,0.9520830560362039,0.9625243894234004
6,3VRL,open,10,0.056189123541116714,0.9852380952380952,0.9745578231292517,0.9958292784651744,0.985078732036031
7,3VRL,closed,10,0.11044804751873016,0.9617530965019736,0.9745578231292517,0.9502520562483417,0.9622514777001612
8,3VRL,open,1,0.054529834538698196,0.9856462585034014,0.9761904761904762,0.995007627236167,0.9855092370029531
9,3VRL,closed,1,0.11088338494300842,0.9601878317680685,0.9761904761904762,0.9459459459459459,0.9608302644794108
10,3VRL,open,3,0.06308428198099136,0.9849659863945578,0.9733333333333334,0.9965176208385569,0.9847890426044463
11,3VRL,closed,3,0.1173802986741066,0.9631141962705866,0.9733333333333334,0.9538666666666666,0.9635016835016835
12,3VRL,open,6,0.05617430433630943,0.9841496598639455,0.9736054421768707,0.9945795691452397,0.9839807493984187
13,3VRL,closed,6,0.11156205832958221,0.9601878317680685,0.9736054421768707,0.9481913343050219,0.9607303483922938
14,3VRL,open,4,0.06340526044368744,0.9835374149659863,0.9756462585034014,0.9912911252419132,0.9834064728469556
15,3VRL,closed,4,0.13153351843357086,0.9531781679597114,0.9756462585034014,0.9337239583333333,0.9542248835662009
16,3VRL,open,8,0.06238031014800072,0.984625850340136,0.9729251700680273,0.9962385065477849,0.9844438325991189
17,3VRL,closed,8,0.11675600707530975,0.961685041513543,0.9729251700680273,0.9515635395874917,0.9621257988563741
18,3VRL,open,2,0.05460168793797493,0.9857142857142858,0.9755102040816327,0.9958333333333333,0.9855670103092784
19,3VRL,closed,2,0.11081194132566452,0.9610044916292364,0.9755102040816327,0.9480364934549782,0.9615771474552405
20,1NSN,open,5,1.7444008588790894,0.6235374149659864,0.9227210884353741,0.5772897514470549,0.7102314378468949
21,1NSN,closed,5,0.16780446469783783,0.9365727507826324,0.9227210884353741,0.9490624125384831,0.9357064017660045
22,1NSN,open,9,1.7282930612564087,0.6222448979591837,0.9243537414965987,0.5762021881095751,0.709889765425004
23,1NSN,closed,9,0.16932953894138336,0.9350755410371581,0.9243537414965987,0.9446607341490545,0.9343969192683264
24,1NSN,open,7,1.7226791381835938,0.6231972789115646,0.9336054421768708,0.576009401494166,0.7124539272179826
25,1NSN,closed,7,0.16455450654029846,0.9385463454471212,0.9336054421768708,0.9429710045348357,0.9382648526697204
26,1NSN,open,10,1.7349843978881836,0.6276190476190476,0.9310204081632653,0.579424216765453,0.7143006263048016
27,1NSN,closed,10,0.17041629552841187,0.9356880359330338,0.9310204081632653,0.9398434281005357,0.9354111133893788
28,1NSN,open,3,1.690746545791626,0.6254421768707483,0.9236734693877551,0.578575080961309,0.7114860616223013
29,1NSN,closed,3,0.16839037835597992,0.9360963658636178,0.9236734693877551,0.9472582670573462,0.9353172143004753
30,1NSN,open,1,1.7335976362228394,0.6249659863945578,0.9240816326530612,0.5781901762152039,0.7113159134942661
31,1NSN,closed,1,0.16669471561908722,0.9354158159793113,0.9240816326530612,0.9455659195322289,0.9347003371636965
32,1NSN,open,4,1.7691502571105957,0.6245578231292517,0.9285714285714286,0.577460021998477,0.7120872241640148
33,1NSN,closed,4,0.16598482429981232,0.9379338505512455,0.9285714285714286,0.9463394342762064,0.9373712402142563
34,1NSN,open,8,1.7972993850708008,0.618843537414966,0.9268027210884354,0.5735455081249474,0.7085868830290738
35,1NSN,closed,8,0.1698293834924698,0.9355519259561725,0.9268027210884354,0.9433596454784656,0.935007892388992
36,1NSN,open,6,1.7198511362075806,0.624421768707483,0.9357823129251701,0.5766747715267879,0.713596513980391
37,1NSN,closed,6,0.17076510190963745,0.9363685858173404,0.9357823129251701,0.9369295736275711,0.9363555918589612
38,1NSN,open,2,1.7473911046981812,0.6222448979591837,0.9263945578231293,0.5760087979020387,0.7103437483699336
39,1NSN,closed,2,0.16558153927326202,0.9375935756090922,0.9263945578231293,0.947668754349339,0.9369109047127623
40,3RAJ,open,2,0.13206660747528076,0.9572108843537415,0.9244897959183673,0.9892269617120396,0.9557634151487447
41,3RAJ,closed,2,0.2602711617946625,0.9011161018102627,0.9244897959183673,0.8832705056544911,0.9034102240244632
42,3RAJ,open,8,0.1347070038318634,0.9538775510204082,0.9163265306122449,0.9907325684024714,0.952078032230704
43,3RAJ,closed,8,0.25393742322921753,0.9017285967061386,0.9163265306122449,0.8904019037546271,0.9031782218050155
44,3RAJ,open,4,0.13634827733039856,0.9566666666666667,0.923265306122449,0.9893570491325266,0.9551692589204026
45,3RAJ,closed,4,0.26304295659065247,0.9005036069143868,0.923265306122449,0.8831337844872462,0.9027537581481975
46,3RAJ,open,6,0.13422910869121552,0.9542857142857143,0.9185034013605442,0.9893024618991794,0.9525892479187245
47,3RAJ,closed,6,0.256276935338974,0.9026813665441676,0.9185034013605442,0.8903983117910842,0.9042325207607822
48,3RAJ,open,3,0.14189237356185913,0.9524489795918367,0.9136054421768708,0.9905590795102522,0.9505272843088683
49,3RAJ,closed,3,0.2564114034175873,0.9013883217639853,0.9136054421768708,0.8918847124452118,0.9026144230122993
50,3RAJ,open,1,0.1496247798204422,0.9473469387755102,0.9043537414965986,0.9894313783864245,0.9449815183394938
51,3RAJ,closed,1,0.2585866153240204,0.9008438818565401,0.9043537414965986,0.8981218754222402,0.9012270354552233
52,3RAJ,open,10,0.13692118227481842,0.9541496598639456,0.9180952380952381,0.9894428152492669,0.9524347212420607
53,3RAJ,closed,10,0.26052191853523254,0.898325847284606,0.9180952380952381,0.8832460732984293,0.9003335557038025
54,3RAJ,open,9,0.14300388097763062,0.9525850340136054,0.9151020408163265,0.989263126930431,0.9507385680966852
55,3RAJ,closed,9,0.25895175337791443,0.9000272219953722,0.9151020408163265,0.8883899088627658,0.9015481536090074
56,3RAJ,open,5,0.13670729100704193,0.9525170068027211,0.9151020408163265,0.9891176470588235,0.9506713780918729
57,3RAJ,closed,5,0.2543114125728607,0.9013883217639853,0.9151020408163265,0.8907429479539134,0.9027582041473727
58,3RAJ,open,7,0.1379736065864563,0.9538095238095238,0.9165986394557823,0.9902983977656916,0.9520243058008903
