,ag,test type,trained on,repl,loss,acc,recall,prec,f1
89,1OB1,1 vs all,looser,4,0.23790986835956573,0.9137743296583639,0.9229931972789116,0.9063460253841016,0.9145938658577688
0,3VRL,looser,looser,8,0.14025820791721344,0.9527210884353742,0.9614965986394558,0.9449124214467175,0.9531323757502193
1,3VRL,looser,looser,9,0.15687327086925507,0.9426530612244898,0.9326530612244898,0.9516867971678468,0.9420737992166563
2,3VRL,looser,looser,6,0.15816304087638855,0.9425850340136055,0.9302040816326531,0.9538225446428571,0.9418652706984434
3,3VRL,looser,looser,2,0.15103410184383392,0.9465986394557823,0.9405442176870749,0.9520727172565763,0.9462733556909179
4,3VRL,looser,looser,3,0.16679000854492188,0.9417006802721088,0.9404081632653061,0.9428454508252626,0.9416252298889721
5,3VRL,looser,looser,7,0.241032212972641,0.943265306122449,0.9507482993197279,0.9367292225201073,0.9436866981769075
6,3VRL,looser,looser,4,0.1649370640516281,0.9487074829931973,0.9549659863945579,0.9431604407417361,0.9490265008112494
7,3VRL,looser,looser,5,0.21520718932151794,0.9431292517006803,0.9386394557823129,0.9471444261394838,0.9428727620609539
8,3VRL,looser,looser,1,0.15370334684848785,0.9493877551020408,0.9492517006802721,0.9495100707675558,0.9493808681453259
9,1NSN,looser,looser,7,0.2566981315612793,0.9018367346938776,0.9127891156462585,0.8932232725336173,0.9029002085996904
10,1NSN,looser,looser,3,0.24364037811756134,0.9006122448979592,0.9066666666666666,0.8958193305551821,0.9012103590506457
11,1NSN,looser,looser,2,0.22485880553722382,0.9036054421768708,0.9057142857142857,0.9019103102560628,0.9038082954314032
12,1NSN,looser,looser,6,0.21493197977542877,0.9138775510204081,0.9020408163265307,0.9239130434782609,0.9128459314332921
13,1NSN,looser,looser,9,0.23440991342067719,0.9057823129251701,0.8995918367346939,0.9108692657390826,0.9051954274762134
14,1NSN,looser,looser,8,0.22238735854625702,0.9129931972789116,0.9119727891156463,0.9138377641445126,0.9129043241402792
15,1NSN,looser,looser,1,0.23760227859020233,0.9114965986394558,0.8987755102040816,0.9222392852156918,0.9103562323434161
16,1NSN,looser,looser,5,0.22843195497989655,0.9071428571428571,0.9129251700680272,0.902488231338265,0.9076766993574569
17,1NSN,looser,looser,4,0.24246284365653992,0.9031292517006803,0.9179591836734694,0.8915169133192389,0.9045448451535059
18,3RAJ,looser,looser,1,0.31630781292915344,0.8721768707482993,0.888843537414966,0.8601711652402897,0.8742723318835731
19,3RAJ,looser,looser,5,0.3223232328891754,0.8704761904761905,0.8804081632653061,0.8632604055496265,0.8717499663208945
20,3RAJ,looser,looser,4,0.3129185438156128,0.8729931972789116,0.9073469387755102,0.849013367281986,0.8772114436040777
21,3RAJ,looser,looser,7,0.3248228430747986,0.8693197278911564,0.8757823129251701,0.864607118871726,0.8701588374450828
22,3RAJ,looser,looser,3,0.30147361755371094,0.8804081632653061,0.8998639455782312,0.8661602933473023,0.8826905111437341
23,3RAJ,looser,looser,2,0.2995270788669586,0.8785714285714286,0.8770068027210884,0.8797597925481098,0.87838114056006
24,3RAJ,looser,looser,6,0.32255464792251587,0.8707482993197279,0.8828571428571429,0.8619819341126461,0.8722946632611911
25,3RAJ,looser,looser,9,0.3139995336532593,0.8717687074829932,0.8931972789115646,0.8564905414220483,0.8744588744588746
26,3RAJ,looser,looser,8,0.3064538538455963,0.872517006802721,0.898639455782313,0.8540212050685285,0.8757623972421108
27,5E94,looser,looser,2,0.21168313920497894,0.9182312925170067,0.9247619047619048,0.9128391082460381,0.9187618275209516
28,5E94,looser,looser,6,0.2104506939649582,0.9180952380952381,0.9225850340136055,0.9143743257820928,0.9184613300826222
29,5E94,looser,looser,7,0.22425267100334167,0.9121768707482993,0.9140136054421769,0.9106682933441779,0.9123378828002989
30,5E94,looser,looser,3,0.21380335092544556,0.9172789115646258,0.9282993197278911,0.9082800851970181,0.9181805948055444
31,5E94,looser,looser,8,0.21432849764823914,0.9176190476190477,0.9210884353741496,0.9147412511822727,0.9179038709240052
32,5E94,looser,looser,9,0.3043040633201599,0.9101360544217687,0.9164625850340136,0.9050114201262932,0.910701007233151
33,5E94,looser,looser,4,0.21683268249034882,0.9206802721088435,0.9277551020408163,0.9148108398175476,0.9212375033774656
34,5E94,looser,looser,1,0.21680200099945068,0.9149659863945578,0.9292517006802721,0.9034391534391535,0.9161636485580148
35,5E94,looser,looser,5,0.2129155397415161,0.916734693877551,0.9138775510204081,0.9191297208538588,0.9164961113385182
36,1H0D,looser,looser,6,0.28282493352890015,0.8822448979591837,0.8956462585034014,0.8722671260103352,0.883802107806941
37,1H0D,looser,looser,2,0.26525816321372986,0.8921088435374149,0.9125170068027211,0.8767320261437909,0.8942666666666665
38,1H0D,looser,looser,3,0.2929598391056061,0.8819047619047619,0.8938775510204081,0.8729736912038267,0.8833019628932509
39,1H0D,looser,looser,7,0.344326376914978,0.8718367346938776,0.902312925170068,0.8504744806360606,0.8756271454977554
40,1H0D,looser,looser,8,0.26844462752342224,0.8975510204081633,0.9148299319727892,0.8842714360862703,0.8992911595559717
41,1H0D,looser,looser,9,0.3079744279384613,0.8751700680272109,0.891156462585034,0.8635464733025708,0.8771342484097758
42,1H0D,looser,looser,4,0.2978861927986145,0.8828571428571429,0.9061224489795918,0.8658346333853354,0.8855205424810529
43,1H0D,looser,looser,5,0.28710344433784485,0.8859863945578231,0.9029931972789116,0.8732894736842105,0.8878929765886288
44,1H0D,looser,looser,1,0.2820326089859009,0.8895918367346939,0.9047619047619048,0.8781196355473392,0.8912417074314816
45,1WEJ,looser,looser,4,0.21278271079063416,0.9156462585034013,0.9229931972789116,0.9096272459104318,0.9162614802809292
46,1WEJ,looser,looser,1,0.23742006719112396,0.9133333333333333,0.9274829931972789,0.9019581899973538,0.9145425275020124
47,1WEJ,looser,looser,5,0.21669092774391174,0.9133333333333333,0.9138775510204081,0.9128839358521337,0.9133804732118576
