,ag,test type,trained on,repl,loss,acc,recall,prec,f1
85,2YPV,looser,looser,10,0.20895721018314362,0.9263945578231293,0.947891156462585,0.9088181581007044,0.927943526904635
86,2YPV,looser,looser,2,0.20938974618911743,0.9236054421768708,0.9508843537414966,0.9016901045026449,0.9256340639692735
87,2YPV,looser,looser,6,0.20796898007392883,0.9244217687074829,0.9455782312925171,0.9071922725492756,0.9259876090866698
88,2YPV,looser,looser,4,0.21447937190532684,0.9239455782312925,0.9386394557823129,0.9118424530795665,0.9250469294717082
89,2YPV,looser,looser,8,0.2077750563621521,0.9261904761904762,0.948843537414966,0.9077183391904204,0.9278254506751812
90,1OB1,looser,looser,2,0.27350902557373047,0.8903401360544217,0.908843537414966,0.8764103909734978,0.892332353726957
91,1OB1,looser,looser,6,0.25883111357688904,0.9040136054421769,0.9240816326530612,0.8884238064094179,0.9059019673224408
92,1OB1,looser,looser,4,0.2610006034374237,0.901156462585034,0.9185034013605442,0.8877054569362262,0.9028418589100635
93,1OB1,looser,looser,8,0.25984156131744385,0.9003401360544218,0.9254421768707483,0.8812022282679104,0.9027805428362864
94,1OB1,looser,looser,1,0.30381110310554504,0.8819727891156462,0.9151020408163265,0.8582365701161159,0.8857575558043064
95,1OB1,looser,looser,3,0.2965000569820404,0.8838095238095238,0.9112925170068027,0.8638122259478979,0.8869173728813559
96,1OB1,looser,looser,7,0.2627902328968048,0.9,0.9195918367346939,0.884917517674784,0.9019215372297839
97,1OB1,looser,looser,5,0.2900044023990631,0.8851700680272109,0.9082993197278911,0.8681404421326397,0.8877659574468084
98,1OB1,looser,looser,10,0.26316386461257935,0.9008163265306123,0.9270748299319728,0.8808169596690796,0.9033541031419859
99,1OB1,looser,looser,9,0.2561540901660919,0.9048299319727892,0.9277551020408163,0.8870820866397815,0.9069628250315888
0,3VRL,1 vs all,looser,4,0.13072635233402252,0.9612086565945284,0.9518367346938775,0.9700499168053245,0.9608570251339102
1,3VRL,1 vs all,looser,8,0.12740564346313477,0.9640669661086158,0.954421768707483,0.9732241953385128,0.9637312817694739
2,3VRL,1 vs all,looser,10,0.13865792751312256,0.9597795018374847,0.9443537414965987,0.9744489681314054,0.959165342361639
3,3VRL,1 vs all,looser,6,0.12735974788665771,0.9632503062474479,0.9531972789115646,0.972785337406276,0.962891698735569
4,3VRL,1 vs all,looser,2,0.1424444317817688,0.9608003266639444,0.9476190476190476,0.973309111235327,0.9602922928443404
5,3VRL,1 vs all,looser,5,0.12924665212631226,0.961685041513543,0.9523809523809523,0.9704699847497574,0.9613403831628098
6,3VRL,1 vs all,looser,9,0.12864913046360016,0.9622294814209882,0.9507482993197279,0.9731235204010583,0.9618057945082926
7,3VRL,1 vs all,looser,7,0.13145484030246735,0.9622294814209882,0.9506122448979591,0.973255328040117,0.9618005368573199
8,3VRL,1 vs all,looser,3,0.12815052270889282,0.9625697563631415,0.9527891156462585,0.9718290313627532,0.9622148942017036
9,3VRL,1 vs all,looser,1,0.1271202564239502,0.9642030760854771,0.9553741496598639,0.9725761772853185,0.9638984214138641
10,1NSN,1 vs all,looser,3,0.33223167061805725,0.8759357560909214,0.8979591836734694,0.8601589990877102,0.8786527324768688
11,1NSN,1 vs all,looser,1,0.3537566661834717,0.8556553695385872,0.8987755102040816,0.8275084554678692,0.8616709058892584
12,1NSN,1 vs all,looser,9,0.34056156873703003,0.8757996461140601,0.893061224489796,0.8633434170722083,0.8779509128602957
13,1NSN,1 vs all,looser,5,0.33944523334503174,0.8737579964611406,0.8881632653061224,0.8633778600714191,0.8755951981758433
14,1NSN,1 vs all,looser,7,0.33455386757850647,0.8772288008711039,0.8940136054421769,0.8650605581885202,0.8792988090458986
15,1NSN,1 vs all,looser,10,0.37681448459625244,0.8704233020280386,0.8642176870748299,0.8751722237531,0.8696604600219058
16,1NSN,1 vs all,looser,2,0.3860829770565033,0.8736218864842793,0.866938775510204,0.87877534133223,0.8728169303472365
17,1NSN,1 vs all,looser,8,0.34760546684265137,0.8751871512181842,0.8857142857142857,0.8675373134328358,0.8765315739868049
18,1NSN,1 vs all,looser,4,0.3545113503932953,0.8608275486593168,0.893061224489796,0.839064297584047,0.8652211164568642
19,1NSN,1 vs all,looser,6,0.3659166693687439,0.8487818157070913,0.9100680272108843,0.8107878787878788,0.8575641025641025
20,3RAJ,1 vs all,looser,4,0.3586602210998535,0.8543623247584048,0.8738775510204082,0.8411471974855945,0.8572000533831576
21,3RAJ,1 vs all,looser,8,0.35832369327545166,0.8591261739485504,0.8929251700680272,0.8364771858271731,0.8637799420900236
22,3RAJ,1 vs all,looser,6,0.41177889704704285,0.8325166734721655,0.8696598639455783,0.8096263457884737,0.838570022958347
23,3RAJ,1 vs all,looser,2,0.3636535406112671,0.8506193003947189,0.8751020408163265,0.83434946166818,0.8542399893751245
24,3RAJ,1 vs all,looser,5,0.35065823793411255,0.8586497890295358,0.8903401360544217,0.8373640435060781,0.8630398944939004
25,3RAJ,1 vs all,looser,9,0.3760741055011749,0.8447665713896829,0.843265306122449,0.8459123788726628,0.8445867684131636
26,3RAJ,1 vs all,looser,10,0.3717154860496521,0.8512998502790254,0.882312925170068,0.8308776425368354,0.8558231606730452
27,3RAJ,1 vs all,looser,7,0.3684126138687134,0.8502790254525656,0.8941496598639456,0.8221165874405805,0.856621480709072
28,3RAJ,1 vs all,looser,3,0.3554714620113373,0.8600789437865796,0.8824489795918368,0.8447512373013806,0.8631887143997871
29,3RAJ,1 vs all,looser,1,0.369550496339798,0.8540220498162515,0.8891156462585034,0.8308963763509218,0.8590207032533684
30,5E94,1 vs all,looser,2,0.3251613676548004,0.8909090909090909,0.9240816326530612,0.8569265707797123,0.8892380204241948
31,5E94,1 vs all,looser,6,0.32381007075309753,0.8909735654416505,0.9248979591836735,0.8564948973163664,0.8893831359979067
32,5E94,1 vs all,looser,8,0.3236772418022156,0.893230174081238,0.9257142857142857,0.8597422289613343,0.8915094339622641
33,5E94,1 vs all,looser,4,0.32637566328048706,0.8935525467440361,0.927891156462585,0.8588339000125929,0.8920279903211038
34,5E94,1 vs all,looser,1,0.3200860321521759,0.8923275306254029,0.9254421768707483,0.8584048460373549,0.8906638732486578
35,5E94,1 vs all,looser,10,0.3322044014930725,0.8885880077369439,0.9122448979591836,0.860939907550077,0.8858501783590962
36,5E94,1 vs all,looser,3,0.32420048117637634,0.8947775628626693,0.9323809523809524,0.8579118678017026,0.8935976007302124
37,5E94,1 vs all,looser,7,0.3228638470172882,0.8938749194068343,0.9287074829931973,0.8588324106693508,0.8924042358478231
38,5E94,1 vs all,looser,9,0.319341778755188,0.8923920051579626,0.932108843537415,0.8541329011345219,0.8914189057315725
39,5E94,1 vs all,looser,5,0.3274906277656555,0.8911025145067698,0.9213605442176871,0.8590638081948497,0.8891223002691525
40,1H0D,1 vs all,looser,6,0.4850192964076996,0.788417040969103,0.8900680272108844,0.7397941874929322,0.8080034582844439
41,1H0D,1 vs all,looser,8,0.4670119881629944,0.8016197087246495,0.8964625850340137,0.7536314766098593,0.8188653451811346
42,1H0D,1 vs all,looser,4,0.4924398362636566,0.7803865523342861,0.8964625850340137,0.7276642738818332,0.8032916793660468
43,1H0D,1 vs all,looser,10,0.4669782221317291,0.7992377841295767,0.8995918367346939,0.7493200362647325,0.8176085074811426
44,1H0D,1 vs all,looser,2,0.5010661482810974,0.7797740574384102,0.9034013605442177,0.7244163211869954,0.8040687817873576
45,1H0D,1 vs all,looser,7,0.49049124121665955,0.785694841431877,0.8997278911564626,0.7327423822714682,0.8076946564885497
46,1H0D,1 vs all,looser,9,0.48454052209854126,0.7867837212467674,0.8993197278911564,0.7341997112073754,0.808414358221733
47,1H0D,1 vs all,looser,5,0.45773735642433167,0.8093099224173131,0.896734693877551,0.7633773453787353,0.8246996996996997
48,1H0D,1 vs all,looser,1,0.4797430634498596,0.7939975500204165,0.896734693877551,0.7439891635624788,0.8132518970942069
49,1H0D,1 vs all,looser,3,0.47126340866088867,0.79957805907173,0.9048979591836734,0.7475553557378892,0.8187357666030654
50,1WEJ,1 vs all,looser,2,0.2775695323944092,0.8946508779093507,0.9235374149659864,0.8731669668124518,0.8976461253636603
51,1WEJ,1 vs all,looser,10,0.2753981947898865,0.8971008574928542,0.9206802721088435,0.8792879417879418,0.899508174930214
52,1WEJ,1 vs all,looser,8,0.28102144598960876,0.8932897781407377,0.9219047619047619,0.872072072072072,0.8962962962962963
53,1WEJ,1 vs all,looser,4,0.28201454877853394,0.8964883625969784,0.9201360544217687,0.8786540210471613,0.8989167275868943
54,1WEJ,1 vs all,looser,6,0.2784980535507202,0.8973050224581461,0.9216326530612244,0.878941222265473,0.8997808328352263
55,1WEJ,1 vs all,looser,3,0.2819446921348572,0.8881175990200082,0.9152380952380952,0.8682240578213732,0.89111140548417
56,1WEJ,1 vs all,looser,1,0.28168755769729614,0.8941744929903362,0.9194557823129251,0.8752752234166559,0.8968217105699688
57,1WEJ,1 vs all,looser,9,0.27871254086494446,0.8928814482101538,0.9205442176870748,0.872356884992264,0.8958029921885343
58,1WEJ,1 vs all,looser,5,0.2801453471183777,0.8977814073771607,0.917687074829932,0.8826223501701126,0.8998132337246533
59,1WEJ,1 vs all,looser,7,0.28132927417755127,0.8893425888117599,0.9307482993197279,0.859638100025132,0.8937810295270447
60,1ADQ,1 vs all,looser,2,0.3920445144176483,0.8276167143051586,0.8642176870748299,0.8053759350830481,0.8337599264947169
61,1ADQ,1 vs all,looser,6,0.40192458033561707,0.8231931400571662,0.8382312925170068,0.8138705416116249,0.8258713136729223
62,1ADQ,1 vs all,looser,8,0.3925358057022095,0.8253028446985164,0.8398639455782313,0.8162104984794394,0.8278683028230404
63,1ADQ,1 vs all,looser,4,0.4067641794681549,0.8138696066421669,0.8156462585034013,0.8128813559322033,0.8142614601018676
64,1ADQ,1 vs all,looser,1,0.4126547873020172,0.8154348713760718,0.8480272108843537,0.796244251405212,0.8213203320595599
65,1ADQ,1 vs all,looser,3,0.40149781107902527,0.8215598203348305,0.8668027210884354,0.7949837783878213,0.8293413173652695
66,1ADQ,1 vs all,looser,7,0.4111890196800232,0.8142098815843202,0.848843537414966,0.7939679307711885,0.8204892162019989
67,1ADQ,1 vs all,looser,10,0.38541361689567566,0.8329250034027494,0.8493877551020408,0.8224212883678039,0.8356870356736497
68,1ADQ,1 vs all,looser,9,0.40123796463012695,0.8225806451612904,0.8312925170068027,0.8171726628326869,0.8241721184325892
69,1ADQ,1 vs all,looser,5,0.3993108868598938,0.8231931400571662,0.8489795918367347,0.8074534161490683,0.8276959808993235
70,1FBI,1 vs all,looser,6,0.13952060043811798,0.9652919559003675,0.9868027210884354,0.946125750065223,0.9660362280234417
71,1FBI,1 vs all,looser,8,0.16831496357917786,0.9478698788621206,0.970204081632653,0.9287574889294087,0.9490284801703487
72,1FBI,1 vs all,looser,10,0.1439811885356903,0.9644752960391997,0.9827210884353742,0.9481491205040693,0.9651256012827365
73,1FBI,1 vs all,looser,4,0.14087502658367157,0.9649516809582143,0.9848979591836735,0.9471411749313097,0.9656506369639165
74,1FBI,1 vs all,looser,2,0.13988415896892548,0.9663808357152579,0.9862585034013606,0.9485736718136614,0.9670490928495198
75,1FBI,1 vs all,looser,7,0.14212293922901154,0.965768340819382,0.9797278911564626,0.9531436135009927,0.9662529352566254
76,1FBI,1 vs all,looser,9,0.14369021356105804,0.9641350210970464,0.9836734693877551,0.9467068220505435,0.9648361913658504
77,1FBI,1 vs all,looser,5,0.14633066952228546,0.9633183612358786,0.9872108843537415,0.9422152967147124,0.9641884260182049
78,1FBI,1 vs all,looser,1,0.1403372436761856,0.964815570981353,0.9857142857142858,0.9461930259892909,0.965549410275205
79,1FBI,1 vs all,looser,3,0.13420213758945465,0.9665169456921192,0.9882993197278912,0.9470664928292047,0.967243675099867
80,2YPV,1 vs all,looser,1,0.3936854600906372,0.8282292092010345,0.9473469387755102,0.7651648351648351,0.846565349544073
81,2YPV,1 vs all,looser,3,0.3666588366031647,0.8499387505104125,0.9461224489795919,0.7935638479972612,0.8631539750512008
82,2YPV,1 vs all,looser,7,0.37446051836013794,0.8451068463318361,0.9472108843537415,0.7866666666666666,0.8595061728395061
83,2YPV,1 vs all,looser,5,0.3398546278476715,0.8664080577106302,0.9413605442176871,0.8187196781445982,0.8757673564964243
84,2YPV,1 vs all,looser,9,0.3927081823348999,0.828705594120049,0.9492517006802721,0.7649380550378247,0.8471859632080626
85,2YPV,1 vs all,looser,10,0.3897908329963684,0.8324486184837349,0.947891156462585,0.770174662834402,0.849841424737741
86,2YPV,1 vs all,looser,2,0.352921724319458,0.8539539948278209,0.9508843537414966,0.7965580123090951,0.8669064748201439
87,2YPV,1 vs all,looser,6,0.3672980070114136,0.8527290050360692,0.9455782312925171,0.7975671333486344,0.865288844621514
88,2YPV,1 vs all,looser,4,0.3729231655597687,0.8494623655913979,0.9386394557823129,0.7966512702078522,0.861836352279825
89,2YPV,1 vs all,looser,8,0.38408905267715454,0.8384374574656323,0.948843537414966,0.7773071778867588,0.8545521382183556
90,1OB1,1 vs all,looser,2,0.26150330901145935,0.892064788348986,0.908843537414966,0.8794102159031069,0.8938846514117489
91,1OB1,1 vs all,looser,6,0.24109876155853271,0.9096910303525249,0.9240816326530612,0.8982938764713663,0.9110052981020722
92,1OB1,1 vs all,looser,4,0.25015419721603394,0.9017966516945692,0.9185034013605442,0.8888742593811718,0.903445968551355
93,1OB1,1 vs all,looser,8,0.24639643728733063,0.9047910711855179,0.9254421768707483,0.8888017770808833,0.906751982936746
94,1OB1,1 vs all,looser,1,0.29481008648872375,0.8800871103851913,0.9151020408163265,0.8552899287894201,0.8841856185092678
95,1OB1,1 vs all,looser,3,0.2887909412384033,0.8829454198992787,0.9112925170068027,0.8624774658768993,0.8862132839375495
96,1OB1,1 vs all,looser,7,0.2488275021314621,0.9038383013474888,0.9195918367346939,0.8915710328452711,0.9053646775165763
97,1OB1,1 vs all,looser,5,0.2823064923286438,0.8820607050496801,0.9082993197278911,0.8630898513251455,0.8851176665561816
98,1OB1,1 vs all,looser,10,0.242701455950737,0.9093507554103716,0.9270748299319728,0.895400788436268,0.9109625668449197
99,1OB1,1 vs all,looser,9,0.24253079295158386,0.9077854906764666,0.9277551020408163,0.8921889310480178,0.9096244914293337
0,3VRL,95low,looser,4,0.09099376946687698,0.9755102040816327,0.9518367346938775,0.9991431019708654,0.9749163879598661
1,3VRL,95low,looser,8,0.08840231597423553,0.9768707482993197,0.954421768707483,0.9992877492877493,0.9763395963813499
2,3VRL,95low,looser,10,0.09932900220155716,0.9719047619047619,0.9443537414965987,0.9994240460763139,0.9711087792934593
3,3VRL,95low,looser,6,0.08907148241996765,0.9762585034013606,0.9531972789115646,0.9992868349736129,0.9756980711649607
4,3VRL,95low,looser,2,0.09883246570825577,0.9734693877551021,0.9476190476190476,0.9992826398852224,0.9727653631284916
5,3VRL,95low,looser,5,0.08946272730827332,0.9758503401360544,0.9523809523809523,0.9992862241256245,0.9752699407871821
6,3VRL,95low,looser,9,0.09153202921152115,0.9749659863945578,0.9507482993197279,0.9991421218187018,0.9743446737311767
7,3VRL,95low,looser,7,0.09367134422063828,0.9749659863945578,0.9506122448979591,0.9992848970251716,0.9743410960814392
8,3VRL,95low,looser,3,0.08941195905208588,0.9760544217687075,0.9527891156462585,0.9992865296803652,0.9754840507034406
9,3VRL,95low,looser,1,0.08995458483695984,0.9774149659863945,0.9553741496598639,0.9994306860233418,0.9769059543683917
10,1NSN,95low,looser,3,0.1563771516084671,0.9376190476190476,0.8979591836734694,0.9753214127382888,0.9350428561309061
11,1NSN,95low,looser,1,0.16532538831233978,0.9365986394557824,0.8987755102040816,0.972328525169267,0.934106334841629
12,1NSN,95low,looser,9,0.16934914886951447,0.9363265306122449,0.893061224489796,0.9776586237712243,0.9334470989761091
13,1NSN,95low,looser,5,0.17111435532569885,0.9341496598639456,0.8881632653061224,0.9781240635301168,0.9309754706217912
14,1NSN,95low,looser,7,0.16417942941188812,0.9376190476190476,0.8940136054421769,0.9794306155909972,0.9347748773027954
15,1NSN,95low,looser,10,0.1888062059879303,0.9243537414965987,0.8642176870748299,0.9823693164243736,0.9195136074116966
16,1NSN,95low,looser,2,0.19301950931549072,0.9248979591836735,0.866938775510204,0.9806094182825484,0.9202772963604852
17,1NSN,95low,looser,8,0.1712740808725357,0.9336054421768708,0.8857142857142857,0.9795365633463737,0.9302657902257788
18,1NSN,95low,looser,4,0.16820064187049866,0.9344897959183673,0.893061224489796,0.9737427681352915,0.9316585054289972
19,1NSN,95low,looser,6,0.1632387787103653,0.9404081632653061,0.9100680272108843,0.9688586326767091,0.9385435667181143
20,3RAJ,95low,looser,4,0.16525045037269592,0.9360544217687075,0.8738775510204082,0.9979801118707271,0.9318148846656028
21,3RAJ,95low,looser,8,0.15184374153614044,0.9455782312925171,0.8929251700680272,0.9980231143552312,0.9425534970558667
22,3RAJ,95low,looser,6,0.17159853875637054,0.9339455782312925,0.8696598639455783,0.9979703356752537,0.9294074881861142
23,3RAJ,95low,looser,2,0.16417405009269714,0.936734693877551,0.8751020408163265,0.9981378026070763,0.9325793823401478
24,3RAJ,95low,looser,5,0.1491686999797821,0.9442857142857143,0.8903401360544217,0.998017385999695,0.9411087941324512
25,3RAJ,95low,looser,9,0.193169504404068,0.9210204081632654,0.843265306122449,0.9985500241662639,0.9143615844213322
26,3RAJ,95low,looser,10,0.16223357617855072,0.9401360544217687,0.882312925170068,0.9976923076923077,0.9364620938628159
27,3RAJ,95low,looser,7,0.1504988819360733,0.9461904761904761,0.8941496598639456,0.9980258162490508,0.9432364549695011
