,ag,test type,trained on,repl,loss,acc,recall,prec,f1
16,1NSN,95low,1 vs all,4,1.7691502571105957,0.6245578231292517,0.9285714285714286,0.577460021998477,0.7120872241640148
17,1NSN,95low,1 vs all,8,1.7972993850708008,0.618843537414966,0.9268027210884354,0.5735455081249474,0.7085868830290738
18,1NSN,95low,1 vs all,6,1.7198511362075806,0.624421768707483,0.9357823129251701,0.5766747715267879,0.713596513980391
19,1NSN,95low,1 vs all,2,1.7473911046981812,0.6222448979591837,0.9263945578231293,0.5760087979020387,0.7103437483699336
20,3RAJ,95low,1 vs all,2,0.13206660747528076,0.9572108843537415,0.9244897959183673,0.9892269617120396,0.9557634151487447
21,3RAJ,95low,1 vs all,8,0.1347070038318634,0.9538775510204082,0.9163265306122449,0.9907325684024714,0.952078032230704
22,3RAJ,95low,1 vs all,4,0.13634827733039856,0.9566666666666667,0.923265306122449,0.9893570491325266,0.9551692589204026
23,3RAJ,95low,1 vs all,6,0.13422910869121552,0.9542857142857143,0.9185034013605442,0.9893024618991794,0.9525892479187245
24,3RAJ,95low,1 vs all,3,0.14189238846302032,0.9524489795918367,0.9136054421768708,0.9905590795102522,0.9505272843088683
25,3RAJ,95low,1 vs all,1,0.1496247947216034,0.9473469387755102,0.9043537414965986,0.9894313783864245,0.9449815183394938
26,3RAJ,95low,1 vs all,10,0.13692116737365723,0.9541496598639456,0.9180952380952381,0.9894428152492669,0.9524347212420607
27,3RAJ,95low,1 vs all,9,0.1430038958787918,0.9525850340136054,0.9151020408163265,0.989263126930431,0.9507385680966852
28,3RAJ,95low,1 vs all,5,0.13670730590820312,0.9525170068027211,0.9151020408163265,0.9891176470588235,0.9506713780918729
29,3RAJ,95low,1 vs all,7,0.1379736065864563,0.9538095238095238,0.9165986394557823,0.9902983977656916,0.9520243058008903
30,5E94,95low,1 vs all,5,0.1391897350549698,0.9619727891156462,0.925578231292517,0.9982391782831989,0.9605365337098483
31,5E94,95low,1 vs all,9,0.150541290640831,0.9545578231292517,0.9110204081632653,0.9979135618479881,0.9524893314366999
32,5E94,95low,1 vs all,7,0.16565804183483124,0.9480272108843537,0.8976870748299319,0.9981845688350983,0.9452722063037249
33,5E94,95low,1 vs all,3,0.1564043015241623,0.9555102040816327,0.9127891156462585,0.9980660517703065,0.9535247299602048
34,5E94,95low,1 vs all,1,0.15200088918209076,0.9567346938775511,0.9151020408163265,0.9982190560997328,0.9548551959114139
35,5E94,95low,1 vs all,10,0.13603070378303528,0.9635374149659864,0.9291156462585034,0.9978082992402104,0.962237565168381
36,5E94,95low,1 vs all,4,0.1478932946920395,0.9602721088435374,0.9220408163265306,0.9983794932233353,0.958692884424954
37,5E94,95low,1 vs all,8,0.14076778292655945,0.9604081632653061,0.9225850340136055,0.998086546953194,0.9588518099547512
38,5E94,95low,1 vs all,6,0.1483132392168045,0.9585714285714285,0.9189115646258503,0.9980789123688488,0.9568605227739605
39,5E94,95low,1 vs all,2,0.1504095494747162,0.9554421768707483,0.9129251700680272,0.9977695167286246,0.9534635879218473
40,1H0D,95low,1 vs all,6,1.040947675704956,0.6736054421768708,0.9481632653061225,0.6120674512559283,0.7439154568744663
41,1H0D,95low,1 vs all,4,1.08234703540802,0.657891156462585,0.9531972789115646,0.5992643914121975,0.7358857202878002
42,1H0D,95low,1 vs all,8,0.9207884073257446,0.6663265306122449,0.9454421768707483,0.6067405919846328,0.7391373716960059
43,1H0D,95low,1 vs all,10,1.0020601749420166,0.6822448979591836,0.9461224489795919,0.6192893401015228,0.7485871144840949
44,1H0D,95low,1 vs all,2,1.089584469795227,0.6506122448979592,0.9487074829931973,0.5943573133310603,0.7308458232889634
45,1H0D,95low,1 vs all,7,1.0284152030944824,0.6712925170068027,0.9507482993197279,0.6098795601326584,0.7430880476393025
46,1H0D,95low,1 vs all,5,0.8541818261146545,0.7076190476190476,0.9361904761904762,0.642483660130719,0.7620155038759691
47,1H0D,95low,1 vs all,9,0.9067810773849487,0.6879591836734694,0.9482993197278912,0.623602039903373,0.7524153937496626
48,1H0D,95low,1 vs all,1,1.0168792009353638,0.6750340136054421,0.9463945578231292,0.613457976893906,0.7443950987211728
49,1H0D,95low,1 vs all,3,0.94855797290802,0.689795918367347,0.9497959183673469,0.6248657357679914,0.7538062844185294
50,1WEJ,95low,1 vs all,5,0.42217200994491577,0.8355102040816327,0.9127891156462585,0.7905962762196559,0.8473099267491792
51,1WEJ,95low,1 vs all,9,0.3849159777164459,0.8465986394557823,0.9225850340136055,0.8008739813393173,0.8574318770942656
52,1WEJ,95low,1 vs all,7,0.38823068141937256,0.8474149659863945,0.9213605442176871,0.8026549721464976,0.8579210743016407
53,1WEJ,95low,1 vs all,3,0.37166520953178406,0.853265306122449,0.9257142857142857,0.8085561497326204,0.8631779257849667
54,1WEJ,95low,1 vs all,1,0.3915535509586334,0.8428571428571429,0.9194557823129251,0.7973100519112789,0.8540376595475799
55,1WEJ,95low,1 vs all,4,0.3577880561351776,0.8523809523809524,0.9323809523809524,0.8037766830870279,0.86331569664903
56,1WEJ,95low,1 vs all,8,0.39142751693725586,0.8423129251700681,0.917687074829932,0.797469851028612,0.8533653846153846
57,1WEJ,95low,1 vs all,10,0.3628856837749481,0.8580272108843537,0.9308843537414966,0.812492578078613,0.8676685054847505
58,1WEJ,95low,1 vs all,6,0.36720994114875793,0.8519047619047619,0.9250340136054421,0.8070029673590504,0.8619968304278921
59,1WEJ,95low,1 vs all,2,0.39352548122406006,0.8476190476190476,0.9257142857142857,0.800658978583196,0.8586572438162543
60,1ADQ,95low,1 vs all,3,0.5593463778495789,0.7600680272108844,0.9043537414965986,0.701826628655897,0.7903216217822959
61,1ADQ,95low,1 vs all,1,0.46535804867744446,0.7938775510204081,0.9044897959183673,0.7406417112299465,0.8144064682102169
62,1ADQ,95low,1 vs all,5,0.4789721369743347,0.7933333333333333,0.9002721088435374,0.7416498542927594,0.8132989183874139
63,1ADQ,95low,1 vs all,9,0.583474338054657,0.7477551020408163,0.8985034013605442,0.6903616976792808,0.7807992433199338
64,1ADQ,95low,1 vs all,7,0.5583673715591431,0.7453741496598639,0.9046258503401361,0.6861005056237747,0.780353265653424
65,1ADQ,95low,1 vs all,2,0.4717509150505066,0.7908163265306123,0.8951020408163265,0.7406281661600811,0.8105710589539826
66,1ADQ,95low,1 vs all,10,0.5109152793884277,0.773061224489796,0.9069387755102041,0.7153895685769478,0.7998560115190785
67,1ADQ,95low,1 vs all,4,0.514985203742981,0.7776190476190477,0.9118367346938776,0.7188673173871072,0.8039345048881426
68,1ADQ,95low,1 vs all,8,0.47070860862731934,0.7995918367346939,0.9099319727891156,0.7454302273740526,0.8195074133071928
69,1ADQ,95low,1 vs all,6,0.5308717489242554,0.7640136054421769,0.9068027210884354,0.7053656471584294,0.7934996130722067
70,1FBI,95low,1 vs all,10,0.12829028069972992,0.954625850340136,0.9753741496598639,0.9365120836054867,0.9555481506164613
71,1FBI,95low,1 vs all,2,0.132896289229393,0.9525170068027211,0.9680272108843537,0.9389020849828451,0.9532422293676313
72,1FBI,95low,1 vs all,6,0.1339099109172821,0.9514285714285714,0.9738775510204082,0.93203125,0.9524950099800399
73,1FBI,95low,1 vs all,4,0.1290944367647171,0.953469387755102,0.9729251700680273,0.9364850707176532,0.9543574002402241
74,1FBI,95low,1 vs all,8,0.1417907029390335,0.9472108843537415,0.977687074829932,0.9215183380353937,0.9487721151307104
75,1FBI,95low,1 vs all,1,0.15470458567142487,0.9429931972789115,0.9749659863945578,0.9163682864450128,0.9447593935398814
76,1FBI,95low,1 vs all,3,0.12965640425682068,0.9531292517006803,0.9670748299319728,0.9408338848444738,0.9537739013753774
77,1FBI,95low,1 vs all,7,0.12941953539848328,0.9528571428571428,0.9756462585034014,0.9331164606376057,0.9539075490522115
78,1FBI,95low,1 vs all,5,0.199513778090477,0.924625850340136,0.9768707482993197,0.8844542990884454,0.9283682441168865
79,1FBI,95low,1 vs all,9,0.20752209424972534,0.9191836734693878,0.9749659863945578,0.8771113831089351,0.9234536082474227
80,2YPV,95low,1 vs all,8,0.6674345135688782,0.758639455782313,0.9306122448979591,0.6924478639400689,0.7940561876015788
81,2YPV,95low,1 vs all,4,0.6606130599975586,0.7648299319727891,0.9304761904761905,0.6989269289729177,0.7982491975488766
82,2YPV,95low,1 vs all,6,0.6651390790939331,0.7628571428571429,0.9254421768707483,0.6983572895277207,0.7960210649502633
83,2YPV,95low,1 vs all,2,0.6449276208877563,0.7593877551020408,0.9338775510204081,0.6922844175491679,0.7951346655082536
84,2YPV,95low,1 vs all,9,0.6790643930435181,0.7601360544217687,0.9287074829931973,0.6945461945461946,0.7947374548841543
85,2YPV,95low,1 vs all,5,0.6700900197029114,0.7595918367346939,0.9274829931972789,0.6943369321654105,0.7941519105312208
86,2YPV,95low,1 vs all,10,0.6723852157592773,0.76,0.9292517006802721,0.6942467981297011,0.7947405166395158
87,2YPV,95low,1 vs all,7,0.6849783658981323,0.7582312925170068,0.9322448979591836,0.6915623738393217,0.7940665198748406
88,2YPV,95low,1 vs all,3,0.6443649530410767,0.7685034013605442,0.9317006802721088,0.7024310185660068,0.8009825135972864
89,2YPV,95low,1 vs all,1,0.6588066816329956,0.7650340136054422,0.9295238095238095,0.6994266994266994,0.7982240915994859
90,1OB1,95low,1 vs all,10,0.2893061637878418,0.8863945578231293,0.9530612244897959,0.84093637454982,0.8934948979591838
91,1OB1,95low,1 vs all,1,0.20666594803333282,0.9225850340136055,0.9579591836734694,0.8946632782719187,0.9252299605781866
92,1OB1,95low,1 vs all,3,0.24790504574775696,0.9080272108843538,0.9585034013605442,0.870612951062778,0.9124465742779433
93,1OB1,95low,1 vs all,7,0.20885378122329712,0.9202721088435374,0.9560544217687075,0.8922041645505333,0.9230264022067517
94,1OB1,95low,1 vs all,9,0.21659909188747406,0.9207482993197279,0.9567346938775511,0.8924990481025511,0.9235012147875763
95,1OB1,95low,1 vs all,5,0.2847704291343689,0.8863265306122449,0.9522448979591837,0.8413270825820411,0.8933563086348842
96,1OB1,95low,1 vs all,2,0.18543826043605804,0.9322448979591836,0.9492517006802721,0.9180263157894737,0.9333779264214047
97,1OB1,95low,1 vs all,6,0.23817433416843414,0.9087074829931973,0.9585034013605442,0.8716901756990844,0.9130378434421981
98,1OB1,95low,1 vs all,8,0.26081138849258423,0.9,0.9549659863945579,0.8603824466781074,0.9052102140830539
99,1OB1,95low,1 vs all,4,0.22806255519390106,0.9151700680272109,0.9572789115646259,0.8829213201154473,0.9185978197010248
