,ag,test type,trained on,repl,loss,acc,recall,prec,f1
61,1ADQ,1 vs all,1 vs all,1,0.25876954197883606,0.8986661222267592,0.9044897959183673,0.8941492938802958,0.899289820764288
62,1ADQ,1 vs all,1 vs all,5,0.25578439235687256,0.899686947053219,0.9002721088435374,0.8992932862190812,0.8997824313298884
63,1ADQ,1 vs all,1 vs all,9,0.25801414251327515,0.8966925275622704,0.8985034013605442,0.8953362255965293,0.8969170175200325
64,1ADQ,1 vs all,1 vs all,7,0.28422054648399353,0.8854634544712128,0.9046258503401361,0.8713143755733194,0.8876576997530206
65,1ADQ,1 vs all,1 vs all,2,0.26247820258140564,0.8962161426432558,0.8951020408163265,0.8971771444156552,0.8961383913369203
66,1ADQ,1 vs all,1 vs all,10,0.2600616216659546,0.8954675377705186,0.9069387755102041,0.8866719872306464,0.8966908797417271
67,1ADQ,1 vs all,1 vs all,4,0.25076600909233093,0.899686947053219,0.9118367346938776,0.8902763018065888,0.9009275440247345
68,1ADQ,1 vs all,1 vs all,8,0.24952566623687744,0.9031577514631822,0.9099319727891156,0.8978386360585313,0.9038448543820528
69,1ADQ,1 vs all,1 vs all,6,0.25913646817207336,0.8972369674697155,0.9068027210884354,0.8898531375166889,0.8982479784366578
70,1FBI,1 vs all,1 vs all,10,0.10256145894527435,0.9653600108887982,0.9753741496598639,0.9562491663331999,0.9657169798612514
71,1FBI,1 vs all,1 vs all,2,0.10849745571613312,0.9622294814209882,0.9680272108843537,0.956960322797579,0.9624619546838012
72,1FBI,1 vs all,1 vs all,6,0.10130535066127777,0.965972505784674,0.9738775510204082,0.9587463166354139,0.9662526997840173
73,1FBI,1 vs all,1 vs all,4,0.10305874794721603,0.964407241050769,0.9729251700680273,0.9566555183946488,0.9647217537942664
74,1FBI,1 vs all,1 vs all,8,0.10132015496492386,0.9652239009119369,0.977687074829932,0.9539360148679145,0.9656655244238392
75,1FBI,1 vs all,1 vs all,1,0.10616851598024368,0.9642711310739077,0.9749659863945578,0.954575729319302,0.9646631217607862
76,1FBI,1 vs all,1 vs all,3,0.10814528167247772,0.9624336463862802,0.9670748299319728,0.9582097600431383,0.9626218851570965
77,1FBI,1 vs all,1 vs all,7,0.10075206309556961,0.965972505784674,0.9756462585034014,0.957154297917779,0.9663118178143107
78,1FBI,1 vs all,1 vs all,5,0.11853088438510895,0.9586906220225943,0.9768707482993197,0.9426283313640541,0.959444110376161
79,1FBI,1 vs all,1 vs all,9,0.12102937698364258,0.9565809173812441,0.9749659863945578,0.9404199475065617,0.9573814295257181
80,2YPV,1 vs all,1 vs all,8,0.18203046917915344,0.929222812032122,0.9306122448979591,0.9280868385345997,0.9293478260869565
81,2YPV,1 vs all,1 vs all,4,0.18065844476222992,0.930379746835443,0.9304761904761905,0.9303496122976466,0.9304128970818312
82,2YPV,1 vs all,1 vs all,6,0.18518295884132385,0.9278617122635089,0.9254421768707483,0.9299972655181843,0.9277141298417894
83,2YPV,1 vs all,1 vs all,2,0.18173150718212128,0.9296311419627059,0.9338775510204081,0.9260658391797085,0.9299552906110283
84,2YPV,1 vs all,1 vs all,9,0.18405957520008087,0.9298353069279979,0.9287074829931973,0.9308604936588026,0.9297827419464687
85,2YPV,1 vs all,1 vs all,5,0.18562154471874237,0.9282700421940928,0.9274829931972789,0.9289997274461707,0.9282407407407408
86,2YPV,1 vs all,1 vs all,10,0.18510623276233673,0.9291547570436913,0.9292517006802721,0.9291252890763162,0.9291884905788722
87,2YPV,1 vs all,1 vs all,7,0.18233183026313782,0.9298353069279979,0.9322448979591836,0.9278266756939743,0.9300305395317272
88,2YPV,1 vs all,1 vs all,3,0.1828782707452774,0.9296991969511366,0.9317006802721088,0.9280390296788182,0.9298662502545997
89,2YPV,1 vs all,1 vs all,1,0.18178576231002808,0.9314005716619028,0.9295238095238095,0.9330783938814532,0.9312977099236642
90,1OB1,1 vs all,1 vs all,10,0.182904914021492,0.9341908261875596,0.9530612244897959,0.9184476202963158,0.9354343326433865
91,1OB1,1 vs all,1 vs all,1,0.17020395398139954,0.9389546753777052,0.9579591836734694,0.9229256783326779,0.9401161626276787
92,1OB1,1 vs all,1 vs all,3,0.1642720252275467,0.943106029671975,0.9585034013605442,0.9299102428722281,0.943990352405199
93,1OB1,1 vs all,1 vs all,7,0.16755250096321106,0.9399074452157343,0.9560544217687075,0.92618953473046,0.940885050545625
94,1OB1,1 vs all,1 vs all,9,0.16880221664905548,0.9398393902273037,0.9567346938775511,0.9255067122927086,0.940861653732941
95,1OB1,1 vs all,1 vs all,5,0.1903747320175171,0.9301075268817204,0.9522448979591837,0.9119218241042345,0.9316472545757072
96,1OB1,1 vs all,1 vs all,2,0.16827401518821716,0.9388866203892745,0.9492517006802721,0.930018661690216,0.9395367627255587
97,1OB1,1 vs all,1 vs all,6,0.17119231820106506,0.9381380155165374,0.9585034013605442,0.9210354294679043,0.9393959597306487
98,1OB1,1 vs all,1 vs all,8,0.16757865250110626,0.9403838301347489,0.9549659863945579,0.9279481755684823,0.9412632425908543
99,1OB1,1 vs all,1 vs all,4,0.17179186642169952,0.9394991152851504,0.9572789115646259,0.9244514518460123,0.9405788383129469
0,3VRL,95low,1 vs all,7,0.05404156073927879,0.9857142857142858,0.9764625850340136,0.9948710840033269,0.9855808843724251
1,3VRL,95low,1 vs all,5,0.0609951987862587,0.9849659863945578,0.9737414965986395,0.9961029923451635,0.984795321637427
2,3VRL,95low,1 vs all,9,0.06343135237693787,0.9848299319727891,0.9731972789115646,0.9963783256720992,0.9846513868814095
3,3VRL,95low,1 vs all,10,0.056189123541116714,0.9852380952380952,0.9745578231292517,0.9958292784651744,0.985078732036031
4,3VRL,95low,1 vs all,1,0.05452984198927879,0.9856462585034014,0.9761904761904762,0.995007627236167,0.9855092370029531
5,3VRL,95low,1 vs all,3,0.06308428198099136,0.9849659863945578,0.9733333333333334,0.9965176208385569,0.9847890426044463
6,3VRL,95low,1 vs all,6,0.05617431178689003,0.9841496598639455,0.9736054421768707,0.9945795691452397,0.9839807493984187
7,3VRL,95low,1 vs all,4,0.06340526789426804,0.9835374149659863,0.9756462585034014,0.9912911252419132,0.9834064728469556
8,3VRL,95low,1 vs all,8,0.06238031014800072,0.984625850340136,0.9729251700680273,0.9962385065477849,0.9844438325991189
9,3VRL,95low,1 vs all,2,0.05460168793797493,0.9857142857142858,0.9755102040816327,0.9958333333333333,0.9855670103092784
10,1NSN,95low,1 vs all,5,1.744400978088379,0.6235374149659864,0.9227210884353741,0.5772897514470549,0.7102314378468949
11,1NSN,95low,1 vs all,9,1.7282930612564087,0.6222448979591837,0.9243537414965987,0.5762021881095751,0.709889765425004
12,1NSN,95low,1 vs all,7,1.7226792573928833,0.6231972789115646,0.9336054421768708,0.576009401494166,0.7124539272179826
13,1NSN,95low,1 vs all,10,1.7349843978881836,0.6276190476190476,0.9310204081632653,0.579424216765453,0.7143006263048016
14,1NSN,95low,1 vs all,3,1.690746545791626,0.6254421768707483,0.9236734693877551,0.578575080961309,0.7114860616223013
15,1NSN,95low,1 vs all,1,1.7335975170135498,0.6249659863945578,0.9240816326530612,0.5781901762152039,0.7113159134942661
