,train_task,jsd,acc,train_ag,train_neg,seed,split
395,vs 1,3.5552421108358034,0.9732,1WEJ,1ADQ,3,42
396,vs 1,3.9402196925086876,0.9735,1OB1,1NSN,3,42
397,vs 1,4.124484187496733,0.9728,1ADQ,3VRL,3,42
398,vs 1,3.2064729488458386,0.9775,1H0D,1ADQ,3,42
399,vs 1,3.6887863071613625,0.9918,3VRL,1NSN,3,42
400,vs 1,4.529891593769374,0.9927,3VRL,1H0D,3,42
401,vs 1,4.0763554513763856,0.9855,2YPV,1FBI,3,42
402,vs 1,3.6045991941852202,0.9804,1WEJ,1OB1,3,42
403,vs 1,3.873642899905951,0.9805,1ADQ,1FBI,3,42
404,vs 1,3.6045991941852202,0.9811,1OB1,1WEJ,3,42
405,vs 1,5.067362240009063,0.9952,1FBI,3VRL,3,42
406,vs 1,3.8742631270266794,0.9841,1NSN,1H0D,3,42
407,vs 1,2.896740479087033,0.9447,5E94,3RAJ,3,42
408,vs 1,3.285021692699048,0.9693,3RAJ,2YPV,3,42
409,vs 1,4.621036974488788,0.993,2YPV,3VRL,3,42
410,vs 1,4.0763554513763856,0.9855,1FBI,2YPV,3,42
411,vs 1,3.756917651182522,0.9734,3RAJ,3VRL,3,42
412,vs 1,3.435891669853482,0.9854,3VRL,1WEJ,3,42
413,vs 1,4.682928960997365,0.9931,1FBI,1OB1,3,42
414,vs 1,3.756917651182522,0.9715,3VRL,3RAJ,3,42
415,vs 1,4.290610302588908,0.9877,1WEJ,1FBI,3,42
416,vs 1,2.0537190999870125,0.9525,3RAJ,1ADQ,3,42
417,vs 1,4.322922072501658,0.9888,2YPV,1OB1,3,42
418,vs 1,4.93882808409679,0.9857,3VRL,5E94,3,42
419,vs 1,3.873642899905951,0.9839,1FBI,1ADQ,3,42
420,vs 1,4.1307472460760915,0.9769,5E94,1WEJ,3,42
421,vs 1,3.4268395757420462,0.9741,1OB1,5E94,3,42
422,vs 1,3.911317919215552,0.9914,1H0D,1FBI,3,42
423,vs 1,2.664556098235485,0.9733,3RAJ,1OB1,3,42
424,vs 1,3.0418102677184433,0.9723,2YPV,1ADQ,3,42
425,vs 1,2.664556098235485,0.9736,1OB1,3RAJ,3,42
426,vs 1,4.529891593769374,0.9932,1H0D,3VRL,3,42
427,vs 1,4.026072952703993,0.9876,1WEJ,2YPV,3,42
428,vs 1,3.4495256105612944,0.9793,1NSN,3RAJ,3,42
429,vs 1,3.5284657038892817,0.9823,5E94,1H0D,3,42
430,vs 1,3.4780048290456835,0.959,1H0D,2YPV,3,42
431,vs 1,3.20997792112678,0.9793,1ADQ,1OB1,3,42
432,vs 1,3.435891669853482,0.9835,1WEJ,3VRL,3,42
433,vs 1,4.061132045275165,0.9848,5E94,1NSN,3,42
434,vs 1,4.061132045275165,0.9845,1NSN,5E94,3,42
435,vs 1,3.4572557128455608,0.9741,1ADQ,1NSN,3,42
436,vs 1,4.872897715003348,0.9926,1NSN,1FBI,3,42
437,vs 1,2.9727133334434632,0.9551,3RAJ,1WEJ,3,42
438,vs 1,3.4268395757420462,0.9746,5E94,1OB1,3,42
439,vs 1,3.2064729488458386,0.9803,1ADQ,1H0D,3,42
440,vs 1,4.322922072501658,0.9891,1OB1,2YPV,3,42
441,vs 1,4.026072952703993,0.9871,2YPV,1WEJ,3,42
442,vs 1,4.621036974488788,0.9929,3VRL,2YPV,3,42
443,vs 1,3.155704478320734,0.9713,5E94,1ADQ,3,42
444,vs 1,4.277304287873081,0.9905,1OB1,3VRL,3,42
445,vs 1,4.290610302588908,0.9881,1FBI,1WEJ,3,42
446,vs 1,4.082082209673199,0.9848,1NSN,2YPV,3,42
447,vs 1,3.3908447909261037,0.9782,1H0D,3RAJ,3,42
448,vs 1,3.3908447909261037,0.9787,3RAJ,1H0D,3,42
449,vs 1,3.4495256105612944,0.9797,3RAJ,1NSN,3,42
450,vs 1,4.682928960997365,0.9924,1OB1,1FBI,3,42
451,vs 1,3.5284657038892817,0.9826,1H0D,5E94,3,42
452,vs 1,3.5552421108358034,0.9712,1ADQ,1WEJ,3,42
453,vs 1,3.4780048290456835,0.9576,2YPV,1H0D,3,42
454,vs 1,4.1307472460760915,0.9743,1WEJ,5E94,3,42
455,vs 1,4.872897715003348,0.9924,1FBI,1NSN,3,42
456,vs 1,5.067362240009063,0.9946,3VRL,1FBI,3,42
457,vs 1,3.6887863071613625,0.9917,1NSN,3VRL,3,42
458,vs 1,2.9727133334434632,0.9544,1WEJ,3RAJ,3,42
459,vs 1,3.911317919215552,0.9929,1FBI,1H0D,3,42
460,vs 1,4.082082209673199,0.987,2YPV,1NSN,3,42
461,vs 1,3.4572557128455608,0.9755,1NSN,1ADQ,3,42
462,vs 1,3.9402196925086876,0.9722,1NSN,1OB1,3,42
463,vs 1,2.0537190999870125,0.9497,1ADQ,3RAJ,3,42
464,vs 1,4.273464393552524,0.9865,1H0D,1WEJ,3,42
465,vs 1,3.155704478320734,0.9708,1ADQ,5E94,3,42
466,vs 1,4.415536873614149,0.9877,5E94,1FBI,3,42
467,vs 1,3.4768791526825122,0.973,1FBI,3RAJ,3,42
468,vs 1,4.277304287873081,0.9904,3VRL,1OB1,3,42
469,vs 1,4.273464393552524,0.9883,1WEJ,1H0D,3,42
470,vs 1,2.982723138946873,0.9826,2YPV,5E94,3,42
471,vs 1,4.05306891486875,0.9866,1WEJ,1NSN,3,42
472,vs 1,4.415536873614149,0.9875,1FBI,5E94,3,42
473,vs 1,4.93882808409679,0.9859,5E94,3VRL,3,42
474,vs 1,3.20997792112678,0.9805,1OB1,1ADQ,3,42
475,vs 1,3.285021692699048,0.9723,2YPV,3RAJ,3,42
476,vs 1,2.896740479087033,0.9453,3RAJ,5E94,3,42
477,vs 1,3.8742631270266794,0.9848,1H0D,1NSN,3,42
478,vs 1,4.124484187496733,0.9729,3VRL,1ADQ,3,42
479,vs 1,2.982723138946873,0.9848,5E94,2YPV,3,42
480,vs 1,4.750259143857204,0.9929,1H0D,1OB1,1,42
481,vs 1,4.750259143857204,0.9941,1OB1,1H0D,1,42
482,vs 1,3.0418102677184433,0.9745,1ADQ,2YPV,1,42
483,vs 1,4.05306891486875,0.9879,1NSN,1WEJ,1,42
484,vs 1,3.4768791526825122,0.9725,3RAJ,1FBI,1,42
485,vs 1,3.5552421108358034,0.9746,1WEJ,1ADQ,1,42
486,vs 1,3.9402196925086876,0.9745,1OB1,1NSN,1,42
487,vs 1,4.124484187496733,0.9733,1ADQ,3VRL,1,42
488,vs 1,3.2064729488458386,0.9766,1H0D,1ADQ,1,42
489,vs 1,3.6887863071613625,0.9918,3VRL,1NSN,1,42
490,vs 1,4.529891593769374,0.9927,3VRL,1H0D,1,42
491,vs 1,4.0763554513763856,0.9851,2YPV,1FBI,1,42
492,vs 1,3.6045991941852202,0.9806,1WEJ,1OB1,1,42
493,vs 1,3.873642899905951,0.9821,1ADQ,1FBI,1,42
494,vs 1,3.6045991941852202,0.9806,1OB1,1WEJ,1,42
495,vs 1,5.067362240009063,0.9947,1FBI,3VRL,1,42
496,vs 1,3.8742631270266794,0.9861,1NSN,1H0D,1,42
497,vs 1,2.896740479087033,0.9449,5E94,3RAJ,1,42
498,vs 1,3.285021692699048,0.9707,3RAJ,2YPV,1,42
499,vs 1,4.621036974488788,0.9919,2YPV,3VRL,1,42
500,vs 1,4.0763554513763856,0.9883,1FBI,2YPV,1,42
501,vs 1,3.756917651182522,0.9727,3RAJ,3VRL,1,42
502,vs 1,3.435891669853482,0.9823,3VRL,1WEJ,1,42
503,vs 1,4.682928960997365,0.9932,1FBI,1OB1,1,42
504,vs 1,3.756917651182522,0.9733,3VRL,3RAJ,1,42
505,vs 1,4.290610302588908,0.9881,1WEJ,1FBI,1,42
506,vs 1,2.0537190999870125,0.9526,3RAJ,1ADQ,1,42
507,vs 1,4.322922072501658,0.9886,2YPV,1OB1,1,42
508,vs 1,4.93882808409679,0.9838,3VRL,5E94,1,42
509,vs 1,3.873642899905951,0.9803,1FBI,1ADQ,1,42
510,vs 1,4.1307472460760915,0.9741,5E94,1WEJ,1,42
511,vs 1,3.4268395757420462,0.9768,1OB1,5E94,1,42
512,vs 1,3.911317919215552,0.9896,1H0D,1FBI,1,42
513,vs 1,2.664556098235485,0.9736,3RAJ,1OB1,1,42
514,vs 1,3.0418102677184433,0.9721,2YPV,1ADQ,1,42
515,vs 1,2.664556098235485,0.9784,1OB1,3RAJ,1,42
516,vs 1,4.529891593769374,0.9935,1H0D,3VRL,1,42
517,vs 1,4.026072952703993,0.9876,1WEJ,2YPV,1,42
518,vs 1,3.4495256105612944,0.9799,1NSN,3RAJ,1,42
519,vs 1,3.5284657038892817,0.9808,5E94,1H0D,1,42
520,vs 1,3.4780048290456835,0.9604,1H0D,2YPV,1,42
521,vs 1,3.20997792112678,0.9796,1ADQ,1OB1,1,42
522,vs 1,3.435891669853482,0.9841,1WEJ,3VRL,1,42
523,vs 1,4.061132045275165,0.9863,5E94,1NSN,1,42
524,vs 1,4.061132045275165,0.985,1NSN,5E94,1,42
525,vs 1,3.4572557128455608,0.9747,1ADQ,1NSN,1,42
526,vs 1,4.872897715003348,0.9906,1NSN,1FBI,1,42
527,vs 1,2.9727133334434632,0.9526,3RAJ,1WEJ,1,42
528,vs 1,3.4268395757420462,0.9742,5E94,1OB1,1,42
529,vs 1,3.2064729488458386,0.9788,1ADQ,1H0D,1,42
530,vs 1,4.322922072501658,0.9885,1OB1,2YPV,1,42
531,vs 1,4.026072952703993,0.9876,2YPV,1WEJ,1,42
532,vs 1,4.621036974488788,0.9927,3VRL,2YPV,1,42
533,vs 1,3.155704478320734,0.9681,5E94,1ADQ,1,42
534,vs 1,4.277304287873081,0.9887,1OB1,3VRL,1,42
535,vs 1,4.290610302588908,0.9876,1FBI,1WEJ,1,42
536,vs 1,4.082082209673199,0.9864,1NSN,2YPV,1,42
537,vs 1,3.3908447909261037,0.9757,1H0D,3RAJ,1,42
538,vs 1,3.3908447909261037,0.9786,3RAJ,1H0D,1,42
539,vs 1,3.4495256105612944,0.9808,3RAJ,1NSN,1,42
540,vs 1,4.682928960997365,0.9929,1OB1,1FBI,1,42
541,vs 1,3.5284657038892817,0.9808,1H0D,5E94,1,42
542,vs 1,3.5552421108358034,0.9761,1ADQ,1WEJ,1,42
543,vs 1,3.4780048290456835,0.9533,2YPV,1H0D,1,42
544,vs 1,4.1307472460760915,0.9749,1WEJ,5E94,1,42
545,vs 1,4.872897715003348,0.9919,1FBI,1NSN,1,42
546,vs 1,5.067362240009063,0.9941,3VRL,1FBI,1,42
547,vs 1,3.6887863071613625,0.9914,1NSN,3VRL,1,42
548,vs 1,2.9727133334434632,0.9559,1WEJ,3RAJ,1,42
549,vs 1,3.911317919215552,0.9937,1FBI,1H0D,1,42
550,vs 1,4.082082209673199,0.988,2YPV,1NSN,1,42
551,vs 1,3.4572557128455608,0.9745,1NSN,1ADQ,1,42
552,vs 1,3.9402196925086876,0.9717,1NSN,1OB1,1,42
553,vs 1,2.0537190999870125,0.947,1ADQ,3RAJ,1,42
554,vs 1,4.273464393552524,0.9866,1H0D,1WEJ,1,42
555,vs 1,3.155704478320734,0.9698,1ADQ,5E94,1,42
556,vs 1,4.415536873614149,0.987,5E94,1FBI,1,42
557,vs 1,3.4768791526825122,0.9719,1FBI,3RAJ,1,42
558,vs 1,4.277304287873081,0.991,3VRL,1OB1,1,42
559,vs 1,4.273464393552524,0.9875,1WEJ,1H0D,1,42
560,vs 1,2.982723138946873,0.9828,2YPV,5E94,1,42
561,vs 1,4.05306891486875,0.9875,1WEJ,1NSN,1,42
562,vs 1,4.415536873614149,0.9886,1FBI,5E94,1,42
563,vs 1,4.93882808409679,0.9844,5E94,3VRL,1,42
564,vs 1,3.20997792112678,0.9815,1OB1,1ADQ,1,42
565,vs 1,3.285021692699048,0.9697,2YPV,3RAJ,1,42
566,vs 1,2.896740479087033,0.9424,3RAJ,5E94,1,42
567,vs 1,3.8742631270266794,0.9839,1H0D,1NSN,1,42
568,vs 1,4.124484187496733,0.9757,3VRL,1ADQ,1,42
569,vs 1,2.982723138946873,0.9835,5E94,2YPV,1,42
570,vs 1,4.778740885169569,0.9922,1H0D,1OB1,0,4
571,vs 1,4.778740885169569,0.9927,1OB1,1H0D,0,4
572,vs 1,3.0698406988343865,0.9763,1ADQ,2YPV,0,4
573,vs 1,4.0654832146989515,0.986,1NSN,1WEJ,0,4
574,vs 1,3.4137458428981695,0.972,3RAJ,1FBI,0,4
575,vs 1,3.567409203475985,0.9666,1WEJ,1ADQ,0,4
576,vs 1,3.9511246838144944,0.9733,1OB1,1NSN,0,4
577,vs 1,4.257072831493303,0.9727,1ADQ,3VRL,0,4
578,vs 1,3.2310260899838856,0.9771,1H0D,1ADQ,0,4
579,vs 1,3.6806739667052635,0.9916,3VRL,1NSN,0,4
580,vs 1,4.54671524712436,0.9902,3VRL,1H0D,0,4
581,vs 1,4.054772274013248,0.9855,2YPV,1FBI,0,4
582,vs 1,3.5853359350150127,0.9775,1WEJ,1OB1,0,4
583,vs 1,3.8787243736085086,0.9795,1ADQ,1FBI,0,4
584,vs 1,3.5853359350150127,0.9807,1OB1,1WEJ,0,4
585,vs 1,5.0544079281909005,0.9941,1FBI,3VRL,0,4
586,vs 1,3.832155997948444,0.9829,1NSN,1H0D,0,4
587,vs 1,2.930044661724083,0.9459,5E94,3RAJ,0,4
588,vs 1,3.255396103642303,0.9694,3RAJ,2YPV,0,4
589,vs 1,4.651487003848044,0.9903,2YPV,3VRL,0,4
590,vs 1,4.054772274013248,0.9853,1FBI,2YPV,0,4
591,vs 1,3.7567726357909232,0.9739,3RAJ,3VRL,0,4
592,vs 1,3.4538176553770255,0.9813,3VRL,1WEJ,0,4
593,vs 1,4.719506972900065,0.9924,1FBI,1OB1,0,4
594,vs 1,3.7567726357909232,0.9727,3VRL,3RAJ,0,4
595,vs 1,4.289100575092563,0.986,1WEJ,1FBI,0,4
596,vs 1,2.162128881219973,0.9502,3RAJ,1ADQ,0,4
597,vs 1,4.353615815216271,0.988,2YPV,1OB1,0,4
598,vs 1,4.911659007733019,0.9821,3VRL,5E94,0,4
599,vs 1,3.8787243736085086,0.9747,1FBI,1ADQ,0,4
600,vs 1,4.075012551621638,0.9721,5E94,1WEJ,0,4
601,vs 1,3.5079686744361784,0.9764,1OB1,5E94,0,4
602,vs 1,3.8923996732264503,0.989,1H0D,1FBI,0,4
603,vs 1,2.646108745468386,0.9674,3RAJ,1OB1,0,4
604,vs 1,3.0698406988343865,0.9716,2YPV,1ADQ,0,4
605,vs 1,2.646108745468386,0.974,1OB1,3RAJ,0,4
606,vs 1,4.54671524712436,0.9911,1H0D,3VRL,0,4
607,vs 1,3.962225403274113,0.9881,1WEJ,2YPV,0,4
608,vs 1,3.4490986320677757,0.9805,1NSN,3RAJ,0,4
609,vs 1,3.5223303330410753,0.9757,5E94,1H0D,0,4
610,vs 1,3.417477062381583,0.9579,1H0D,2YPV,0,4
611,vs 1,3.289608783218236,0.9761,1ADQ,1OB1,0,4
612,vs 1,3.4538176553770255,0.9818,1WEJ,3VRL,0,4
613,vs 1,4.058516421851136,0.985,5E94,1NSN,0,4
614,vs 1,4.058516421851136,0.9845,1NSN,5E94,0,4
615,vs 1,3.4676240831618035,0.9756,1ADQ,1NSN,0,4
616,vs 1,4.827846472589952,0.9891,1NSN,1FBI,0,4
617,vs 1,2.865081680635345,0.9514,3RAJ,1WEJ,0,4
618,vs 1,3.5079686744361784,0.9688,5E94,1OB1,0,4
619,vs 1,3.2310260899838856,0.9754,1ADQ,1H0D,0,4
620,vs 1,4.353615815216271,0.9879,1OB1,2YPV,0,4
621,vs 1,3.962225403274113,0.9868,2YPV,1WEJ,0,4
622,vs 1,4.651487003848044,0.9929,3VRL,2YPV,0,4
623,vs 1,3.1471860815728414,0.97,5E94,1ADQ,0,4
624,vs 1,4.295826394044791,0.9874,1OB1,3VRL,0,4
625,vs 1,4.289100575092563,0.9857,1FBI,1WEJ,0,4
626,vs 1,4.056445059335009,0.9874,1NSN,2YPV,0,4
627,vs 1,3.466816087002664,0.9745,1H0D,3RAJ,0,4
628,vs 1,3.466816087002664,0.9725,3RAJ,1H0D,0,4
629,vs 1,3.4490986320677757,0.9762,3RAJ,1NSN,0,4
630,vs 1,4.719506972900065,0.9911,1OB1,1FBI,0,4
631,vs 1,3.5223303330410753,0.9769,1H0D,5E94,0,4
632,vs 1,3.567409203475985,0.9671,1ADQ,1WEJ,0,4
633,vs 1,3.417477062381583,0.941,2YPV,1H0D,0,4
634,vs 1,4.075012551621638,0.9745,1WEJ,5E94,0,4
635,vs 1,4.827846472589952,0.9916,1FBI,1NSN,0,4
636,vs 1,5.0544079281909005,0.9944,3VRL,1FBI,0,4
637,vs 1,3.6806739667052635,0.9922,1NSN,3VRL,0,4
638,vs 1,2.865081680635345,0.947,1WEJ,3RAJ,0,4
639,vs 1,3.8923996732264503,0.9931,1FBI,1H0D,0,4
640,vs 1,4.056445059335009,0.9861,2YPV,1NSN,0,4
641,vs 1,3.4676240831618035,0.9789,1NSN,1ADQ,0,4
642,vs 1,3.9511246838144944,0.9713,1NSN,1OB1,0,4
643,vs 1,2.162128881219973,0.9513,1ADQ,3RAJ,0,4
644,vs 1,4.19054809063024,0.9848,1H0D,1WEJ,0,4
645,vs 1,3.1471860815728414,0.9694,1ADQ,5E94,0,4
646,vs 1,4.388996248078065,0.9865,5E94,1FBI,0,4
647,vs 1,3.4137458428981695,0.9659,1FBI,3RAJ,0,4
648,vs 1,4.295826394044791,0.9876,3VRL,1OB1,0,4
649,vs 1,4.19054809063024,0.9847,1WEJ,1H0D,0,4
650,vs 1,2.9650346018050757,0.9843,2YPV,5E94,0,4
651,vs 1,4.0654832146989515,0.9847,1WEJ,1NSN,0,4
652,vs 1,4.388996248078065,0.9881,1FBI,5E94,0,4
653,vs 1,4.911659007733019,0.9808,5E94,3VRL,0,4
654,vs 1,3.289608783218236,0.979,1OB1,1ADQ,0,4
655,vs 1,3.255396103642303,0.9736,2YPV,3RAJ,0,4
656,vs 1,2.930044661724083,0.9451,3RAJ,5E94,0,4
657,vs 1,3.832155997948444,0.9823,1H0D,1NSN,0,4
658,vs 1,4.257072831493303,0.9714,3VRL,1ADQ,0,4
659,vs 1,2.9650346018050757,0.9835,5E94,2YPV,0,4
660,vs 1,4.747944390303671,0.9929,1H0D,1OB1,0,3
661,vs 1,4.747944390303671,0.9927,1OB1,1H0D,0,3
662,vs 1,3.0695889683089925,0.9745,1ADQ,2YPV,0,3
663,vs 1,4.123215679771923,0.9906,1NSN,1WEJ,0,3
664,vs 1,3.4551577661542145,0.9685,3RAJ,1FBI,0,3
665,vs 1,3.6789341104078885,0.9728,1WEJ,1ADQ,0,3
666,vs 1,3.936202028679055,0.977,1OB1,1NSN,0,3
667,vs 1,4.240003833073459,0.974,1ADQ,3VRL,0,3
668,vs 1,3.2273427093980995,0.9745,1H0D,1ADQ,0,3
669,vs 1,3.6931954294982154,0.993,3VRL,1NSN,0,3
670,vs 1,4.523267983168762,0.9916,3VRL,1H0D,0,3
671,vs 1,4.105915441546931,0.9844,2YPV,1FBI,0,3
672,vs 1,3.5909156413014918,0.9783,1WEJ,1OB1,0,3
673,vs 1,3.899917863377607,0.9827,1ADQ,1FBI,0,3
674,vs 1,3.5909156413014918,0.9834,1OB1,1WEJ,0,3
675,vs 1,5.01748425821341,0.9955,1FBI,3VRL,0,3
676,vs 1,3.844033460559383,0.9839,1NSN,1H0D,0,3
677,vs 1,2.945197219545629,0.9491,5E94,3RAJ,0,3
678,vs 1,3.2681531120422322,0.9704,3RAJ,2YPV,0,3
679,vs 1,4.615152464136512,0.991,2YPV,3VRL,0,3
680,vs 1,4.105915441546931,0.9854,1FBI,2YPV,0,3
681,vs 1,3.7315135045350196,0.9723,3RAJ,3VRL,0,3
682,vs 1,3.4454264566101265,0.9827,3VRL,1WEJ,0,3
683,vs 1,4.724500932424482,0.9923,1FBI,1OB1,0,3
684,vs 1,3.7315135045350196,0.9722,3VRL,3RAJ,0,3
685,vs 1,4.30322574926927,0.9869,1WEJ,1FBI,0,3
686,vs 1,2.1961355853304583,0.9546,3RAJ,1ADQ,0,3
687,vs 1,4.315069428531054,0.9885,2YPV,1OB1,0,3
688,vs 1,4.877929710891492,0.9826,3VRL,5E94,0,3
689,vs 1,3.899917863377607,0.9805,1FBI,1ADQ,0,3
690,vs 1,4.069596676595365,0.9707,5E94,1WEJ,0,3
691,vs 1,3.4677252054589642,0.9748,1OB1,5E94,0,3
692,vs 1,3.900198513132122,0.9879,1H0D,1FBI,0,3
693,vs 1,2.7169751951284487,0.9698,3RAJ,1OB1,0,3
694,vs 1,3.0695889683089925,0.9772,2YPV,1ADQ,0,3
695,vs 1,2.7169751951284487,0.9778,1OB1,3RAJ,0,3
696,vs 1,4.523267983168762,0.9901,1H0D,3VRL,0,3
697,vs 1,3.996333743450826,0.986,1WEJ,2YPV,0,3
698,vs 1,3.4944327500362626,0.9809,1NSN,3RAJ,0,3
699,vs 1,3.5038786021764383,0.9766,5E94,1H0D,0,3
700,vs 1,3.4175149193129926,0.9517,1H0D,2YPV,0,3
701,vs 1,3.2734069401090613,0.9779,1ADQ,1OB1,0,3
702,vs 1,3.4454264566101265,0.9822,1WEJ,3VRL,0,3
703,vs 1,4.060136360496648,0.9861,5E94,1NSN,0,3
704,vs 1,4.060136360496648,0.987,1NSN,5E94,0,3
705,vs 1,3.5603362790829207,0.9773,1ADQ,1NSN,0,3
706,vs 1,4.833030900946741,0.9911,1NSN,1FBI,0,3
707,vs 1,2.9587001725421747,0.9511,3RAJ,1WEJ,0,3
708,vs 1,3.4677252054589642,0.9678,5E94,1OB1,0,3
709,vs 1,3.2273427093980995,0.976,1ADQ,1H0D,0,3
710,vs 1,4.315069428531054,0.9887,1OB1,2YPV,0,3
711,vs 1,3.996333743450826,0.987,2YPV,1WEJ,0,3
712,vs 1,4.615152464136512,0.9914,3VRL,2YPV,0,3
713,vs 1,3.151962133461783,0.968,5E94,1ADQ,0,3
714,vs 1,4.2267055049825615,0.9884,1OB1,3VRL,0,3
715,vs 1,4.30322574926927,0.9865,1FBI,1WEJ,0,3
716,vs 1,4.063733468373592,0.9868,1NSN,2YPV,0,3
717,vs 1,3.432911934253485,0.9735,1H0D,3RAJ,0,3
718,vs 1,3.432911934253485,0.9733,3RAJ,1H0D,0,3
719,vs 1,3.4944327500362626,0.98,3RAJ,1NSN,0,3
720,vs 1,4.724500932424482,0.9909,1OB1,1FBI,0,3
721,vs 1,3.5038786021764383,0.9816,1H0D,5E94,0,3
722,vs 1,3.6789341104078885,0.9753,1ADQ,1WEJ,0,3
723,vs 1,3.4175149193129926,0.939,2YPV,1H0D,0,3
724,vs 1,4.069596676595365,0.973,1WEJ,5E94,0,3
725,vs 1,4.833030900946741,0.9915,1FBI,1NSN,0,3
726,vs 1,5.01748425821341,0.9936,3VRL,1FBI,0,3
727,vs 1,3.6931954294982154,0.9919,1NSN,3VRL,0,3
728,vs 1,2.9587001725421747,0.9484,1WEJ,3RAJ,0,3
729,vs 1,3.900198513132122,0.9928,1FBI,1H0D,0,3
730,vs 1,4.063733468373592,0.9835,2YPV,1NSN,0,3
731,vs 1,3.5603362790829207,0.9774,1NSN,1ADQ,0,3
732,vs 1,3.936202028679055,0.9749,1NSN,1OB1,0,3
733,vs 1,2.1961355853304583,0.9551,1ADQ,3RAJ,0,3
734,vs 1,4.276254137370858,0.9855,1H0D,1WEJ,0,3
735,vs 1,3.151962133461783,0.9724,1ADQ,5E94,0,3
736,vs 1,4.407712488676152,0.9869,5E94,1FBI,0,3
737,vs 1,3.4551577661542145,0.9633,1FBI,3RAJ,0,3
738,vs 1,4.2267055049825615,0.9887,3VRL,1OB1,0,3
739,vs 1,4.276254137370858,0.9869,1WEJ,1H0D,0,3
740,vs 1,2.923517271976435,0.9828,2YPV,5E94,0,3
741,vs 1,4.123215679771923,0.9887,1WEJ,1NSN,0,3
742,vs 1,4.407712488676152,0.9901,1FBI,5E94,0,3
743,vs 1,4.877929710891492,0.9791,5E94,3VRL,0,3
744,vs 1,3.2734069401090613,0.979,1OB1,1ADQ,0,3
745,vs 1,3.2681531120422322,0.9691,2YPV,3RAJ,0,3
746,vs 1,2.945197219545629,0.9456,3RAJ,5E94,0,3
747,vs 1,3.844033460559383,0.9824,1H0D,1NSN,0,3
748,vs 1,4.240003833073459,0.9738,3VRL,1ADQ,0,3
749,vs 1,2.923517271976435,0.9838,5E94,2YPV,0,3
750,vs 1,4.750259143857204,0.9935,1H0D,1OB1,0,42
751,vs 1,4.750259143857204,0.9935,1H0D,1OB1,0,42
752,vs 1,4.750259143857204,0.9922,1OB1,1H0D,0,42
753,vs 1,4.750259143857204,0.9922,1OB1,1H0D,0,42
754,vs 1,3.0418102677184433,0.9732,1ADQ,2YPV,0,42
755,vs 1,3.0418102677184433,0.9732,1ADQ,2YPV,0,42
756,vs 1,4.05306891486875,0.9888,1NSN,1WEJ,0,42
757,vs 1,4.05306891486875,0.9888,1NSN,1WEJ,0,42
758,vs 1,3.4768791526825122,0.9698,3RAJ,1FBI,0,42
759,vs 1,3.4768791526825122,0.9698,3RAJ,1FBI,0,42
760,vs 1,3.5552421108358034,0.9723,1WEJ,1ADQ,0,42
761,vs 1,3.5552421108358034,0.9723,1WEJ,1ADQ,0,42
762,vs 1,3.9402196925086876,0.9717,1OB1,1NSN,0,42
763,vs 1,3.9402196925086876,0.9717,1OB1,1NSN,0,42
764,vs 1,4.124484187496733,0.9739,1ADQ,3VRL,0,42
765,vs 1,4.124484187496733,0.9739,1ADQ,3VRL,0,42
766,vs 1,3.2064729488458386,0.9767,1H0D,1ADQ,0,42
767,vs 1,3.2064729488458386,0.9767,1H0D,1ADQ,0,42
768,vs 1,3.6887863071613625,0.9905,3VRL,1NSN,0,42
769,vs 1,3.6887863071613625,0.9905,3VRL,1NSN,0,42
770,vs 1,4.529891593769374,0.9914,3VRL,1H0D,0,42
771,vs 1,4.529891593769374,0.9914,3VRL,1H0D,0,42
772,vs 1,4.0763554513763856,0.9855,2YPV,1FBI,0,42
773,vs 1,4.0763554513763856,0.9855,2YPV,1FBI,0,42
774,vs 1,3.6045991941852202,0.9798,1WEJ,1OB1,0,42
775,vs 1,3.6045991941852202,0.9798,1WEJ,1OB1,0,42
776,vs 1,3.873642899905951,0.9805,1ADQ,1FBI,0,42
777,vs 1,3.873642899905951,0.9805,1ADQ,1FBI,0,42
778,vs 1,3.6045991941852202,0.9818,1OB1,1WEJ,0,42
779,vs 1,3.6045991941852202,0.9818,1OB1,1WEJ,0,42
780,vs 1,5.067362240009063,0.9951,1FBI,3VRL,0,42
781,vs 1,5.067362240009063,0.9951,1FBI,3VRL,0,42
782,vs 1,3.8742631270266794,0.9824,1NSN,1H0D,0,42
783,vs 1,3.8742631270266794,0.9824,1NSN,1H0D,0,42
784,vs 1,2.896740479087033,0.9455,5E94,3RAJ,0,42
785,vs 1,2.896740479087033,0.9455,5E94,3RAJ,0,42
786,vs 1,3.285021692699048,0.9704,3RAJ,2YPV,0,42
787,vs 1,3.285021692699048,0.9704,3RAJ,2YPV,0,42
788,vs 1,4.621036974488788,0.9909,2YPV,3VRL,0,42
789,vs 1,4.621036974488788,0.9909,2YPV,3VRL,0,42
790,vs 1,4.0763554513763856,0.9869,1FBI,2YPV,0,42
791,vs 1,4.0763554513763856,0.9869,1FBI,2YPV,0,42
792,vs 1,3.756917651182522,0.9704,3RAJ,3VRL,0,42
793,vs 1,3.756917651182522,0.9704,3RAJ,3VRL,0,42
794,vs 1,3.435891669853482,0.9856,3VRL,1WEJ,0,42
795,vs 1,3.435891669853482,0.9856,3VRL,1WEJ,0,42
796,vs 1,4.682928960997365,0.9926,1FBI,1OB1,0,42
