Start Time	Duration	Run ID	Name	Source Type	Source Name	User	Status	N_closed	N_open	N_train	ag_neg	ag_pos	batch_size	epochs	learning_rate	momentum	optimizer_type	sample	sample_train	weight_decay	closed_f1	closed_precision	closed_recall	closed_roc_auc	open_acc	open_avg_precision	open_f1	open_fpr_abs_logit_model	open_fpr_naive_model	open_precision	open_recall	open_roc_auc	test_acc	test_loss	train_loss
2022-09-20 20:41:23	1.0h	35c63869e325414ebcdd17672ad0fd5a	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	20698	131283	70678	['1FBI', '1NSN', '1OB1', '1WEJ']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.8902929350947731	0.9518545811839842	0.8362106171773845	0.9921891859085025	0.13619465591093624	0.14566837231716526	0.23972063286154416	0.9999802606904811	0.0518955234112566	0.13618418455302742	0.9999516861532515	0.4965555864708532	95.38602763552035	0.1277778725352506	0.07923538982868195
2022-09-20 20:40:40	1.0h	48c09b0b7ecd4c0a8506f7c5b917e74f	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	16370	131283	70127	['1FBI', '1WEJ', '5E94']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.93188484519283	0.9383067162546489	0.9255502805351747	0.9924597989314039	0.15531008513203254	0.0989938694675068	0.20026546459510236	0.9453448287539027	0.12406785341590305	0.11187608806229984	0.9539401343921808	0.4687354516899753	96.16982284667074	0.10226949724165024	0.1129712462425232
2022-09-20 20:39:08	1.0h	8662e69d37ac4bb495f6115f91718874	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	12981	131283	70549	['1NSN', '1WEJ']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9223490692173197	0.9333888426311407	0.9115673917462899	0.9884048653429921	0.8634378639161537	0.20770056279107107	0.2623282285543116	0.09514501192258637	0.2955752077572877	0.255209092233717	0.2698559433017487	0.6210815240996339	94.18380710268855	0.15173626617698246	0.10734368115663528
2022-09-20 20:37:32		fdbccb9195b14c7c878a6c8cbcc2511b	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	RUNNING	9240	131283	71170	['3VRL']	5E+094	64	50	0.01	0	Adam	None	73000	0															
2022-09-20 20:36:44	1.0h	8e4093dd25314c76ba309cde5e6b4084	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	12805	131283	69667	['1WEJ', '5E94']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9364736387208297	0.9376893119861531	0.9352611135088477	0.9911614372270491	0.209968907889623	0.07985995567997552	0.1644107111398203	0.8566084614957526	0.16447674108605073	0.09073379406450777	0.8745802420929325	0.4743192346992964	95.40804373291682	0.11742745954265345	0.1068853884935379
2022-09-20 20:36:37	1.1h	302a15e968914d4c9992113e44747772	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	17181	131283	71047	['1FBI', '1NSN', '1OB1']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9562479643904027	0.9622023159274634	0.9503668536901165	0.9966432471997649	0.302376333656644	0.1362223019241463	0.22084135772749156	0.7796300786722707	0.12477624673415447	0.1268110620577639	0.8543158139805599	0.5535822132784736	97.65438565857633	0.0734356807334501	0.06573585420846939
2022-09-20 20:35:30	1.0h	0a67892e9e9943e4995473693346c6c1	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	13475	131283	70789	['1NSN', '1OB1']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9624670763827919	0.9792317999106744	0.9462667242123436	0.9973586007086204	0.8131156827256525	0.1583079480173901	0.2297639723258264	0.14954613907348815	0.20423055536512724	0.18639135254988914	0.299443413729128	0.6345886469368238	97.46196660482374	0.07889143090862868	0.05113993585109711
2022-09-20 20:32:22	1.1h	653a1dc598ce47e5bca6c733ba91fbf9	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	13343	131283	71701	['1FBI', '1OB1']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9657192449555219	0.9709860383944153	0.9605092792403971	0.9961616805557807	0.4220817833584556	0.13421807187732104	0.19793106095501306	0.6282756904014493	0.1727946497261641	0.113498046552578	0.772914636888256	0.6091813357506799	97.63171700517125	0.08043010435490446	0.0784045159816742
2022-09-20 20:31:11	1.0h	3be0ba6c15e14a92bf24b2ea69449dd1	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	8595	131283	72605	['1FBI']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9893123178235993	0.9898466191402031	0.9887785930082003	0.9986261169405589	0.8116644504496776	0.15085846153293814	0.23083211678832116	0.18340982856489227	0.476901045832286	0.15408302475151042	0.45991855730075626	0.7375467836055575	98.84816753926702	0.09100818354451753	0.046101465821266174
2022-09-20 20:31:09	1.1h	a1091a963ad647e39822ab58f58dd607	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	20376	131283	69987	['1FBI', '1OB1', '3VRL', '5E94']	1WEJ	64	50	0.01	0	Adam	None	73000	0	0.8202317179519124	0.8764643237486688	0.770779676890658	0.9594092880433521	0.1389235060233814	0.1234756571125174	0.23701184883965504	0.9942041026249678	0.15822307534105712	0.13452049343414246	0.9954358068315665	0.4816022083206415	92.91813898704359	0.20139909946712956	0.20635034143924713
2022-09-20 20:27:56	1.0h	6a1d3983d2d444f7b43bee57da4661df	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	9240	131283	71157	['5E94']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9635609862535457	0.9744042365401588	0.9529564091497627	0.993681586813919	0.512215082228532	0.07772878181283088	0.1451429854208498	0.5048497399002299	0.23077626196841936	0.08202359640838419	0.6297619047619047	0.5733748270853227	96.38528138528139	0.11336963051480466	0.12892985343933105
2022-09-20 20:00:10	1.1h	a1e9bb2d1cec4ea2906497172ee2b2b1	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	17112	131283	70245	['1FBI', '1OB1', '3VRL']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.870384244889222	0.9190777576853526	0.8265907704818053	0.9778079371173465	0.5261026314902794	0.12603258046374247	0.2097716648687522	0.4843828969978773	0.2570249004059932	0.1298553144129104	0.5454651706404862	0.5333264639369178	92.92309490416082	0.20308158767701529	0.19307738542556763
2022-09-20 19:54:13	1.1h	c93b8e4fb34b4e8ca4e5ddd099d91e47	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	17265	131283	69886	['1NSN', '1OB1', '3VRL']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.8932872552099697	0.9211663066954644	0.8670461475909738	0.9832061347498684	0.8272746856235021	0.24322125580234344	0.27136934173908106	0.12082963082639955	0.25387902470236057	0.2661986740208368	0.2767448595424269	0.6011643670437902	94.09788589632204	0.15944980150433602	0.25958365201950073
2022-09-20 19:53:14	1.1h	b6e50f32269649b4a4d7c8e5dbf40c74	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	16762	131283	69642	['1FBI', '1NSN', '1OB1']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.8725262576008844	0.9563742123121668	0.8021955682049197	0.9838441607370483	0.8249113445236246	0.16503826861369814	0.20548659003831418	0.10714985308521058	0.16863569540610743	0.21130933619113662	0.19997613649922444	0.5182234334035405	93.12134590144375	0.1759528570758705	0.1896413415670395
2022-09-20 19:49:53	1.0h	087a7950c3eb4bdd9990174e4728a81c	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	13530	131283	69886	['1OB1', '3VRL']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9078726968174204	0.9358946686812001	0.8814799756047977	0.9826962322076117	0.8461947477091145	0.14550588909125473	0.18428859183299762	0.09512267545040846	0.3882147726666819	0.1826497277676951	0.1859571322985957	0.5374200448100195	93.4959349593496	0.17347750898872344	0.09644147753715515
2022-09-20 19:47:08	1.1h	1cb0f4ab75884c2795664dceef3d1082	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	13026	131283	69840	['1FBI', '1OB1']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9259374031608305	0.9412011759764805	0.9111608050416752	0.986910511028633	0.3754166406807614	0.10061349843270978	0.1708324517262633	0.6630009216334394	0.2726019362750699	0.09704526688754873	0.7128051589129434	0.5319821091791581	94.4956241363427	0.1549498927231659	0.19477485120296478
2022-09-20 19:46:18	1.0h	d212980a1e144493aa7dad6b975cd43b	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	13185	131283	69195	['1NSN', '1OB1']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9218846869187848	0.9373818028997689	0.9068916446432201	0.9886070627740653	0.8892488301907688	0.2503658733357321	0.30591705708832206	0.0682988620317302	0.3471127259431914	0.35735279213540083	0.2674251042851725	0.6158905353189259	94.26621160409556	0.14626362370912005	0.11929857730865479
2022-09-20 19:40:07	1.1h	87fd45657d164faf8c9d921d1633ca4a	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	24016	131283	70031	['1FBI', '1NSN', '1OB1', '1WEJ', '5E94']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.8869603427441501	0.9033340792123518	0.8711696158826068	0.987626417634202	0.15489475141501233	0.14593824481023313	0.26788124909352584	0.9996844796167393	0.07213424434237486	0.15466022544283414	0.9997918054630246	0.46830993552343503	95.7153564290473	0.1293601667151806	0.14612199366092682
2022-09-20 19:39:29	1.2h	94e03e84d841431486cd0f3b68dbf6a8	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	20461	131283	70535	['1FBI', '1NSN', '1WEJ', '3VRL']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.8403305785123967	0.9174687199230029	0.7751575523480382	0.9791771924583738	0.6014669443272881	0.17867537024170377	0.2385515166014026	0.3885491353859131	0.1435372439691354	0.16066824966078697	0.4629783490542984	0.5544684100889427	92.9182346903866	0.18546845482778734	0.21726767718791962
2022-09-20 19:31:13	1.2h	77381c7953ef4530b738c438f766f6ae	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	20799	131283	70299	['1FBI', '1NSN', '1OB1', '5E94']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9226006191950465	0.946031746031746	0.9003021148036254	0.9932930540294367	0.2579595218369038	0.14471376069063865	0.24485589823544762	0.8458857721492353	0.08346853743439744	0.14222194583501757	0.8796576758498005	0.517188859586752	96.63445357949901	0.10505667299318772	0.008002860471606255
2022-09-20 19:30:23	1.1h	5e5cad709eb54842838cf38ce3f344dc	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	12933	131283	71124	['1FBI', '1NSN']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9449559647718174	0.9306130494776267	0.9597479162431388	0.9924309374634235	0.8727949742053587	0.20162317087582185	0.22151495862507958	0.07372274920951906	0.3388709886276213	0.24548532731376976	0.20180932498260265	0.6260648858510682	95.74731307507925	0.11510425751909541	0.17261090874671936
2022-09-20 19:29:46	1.2h	61011c22210f4497a57dff6070b6ef55	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	16944	131283	69546	['1OB1', '1WEJ', '5E94']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9183227778991047	0.9294871794871795	0.9074233923176521	0.9891686916924914	0.11808914705148185	0.1188188213807404	0.2052105183158535	0.9953044991803113	0.09348506661182332	0.11438951813517159	0.9959867799811143	0.4837844531927822	95.58545797922568	0.12638101789678605	0.23007167875766754
2022-09-20 19:29:18	1.2h	7d0eeb0c2081468cb1d00e653bc34938	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	16917	131283	70818	['1FBI', '1OB1', '1WEJ']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9236912156166813	0.9502510269283432	0.8985757444971947	0.9930142122665968	0.1146221322537112	0.11064841676676995	0.20490944015900237	0.9994062078272604	0.10263324268945713	0.11415685427244247	0.9994679907785068	0.4699965713808603	95.9330850623633	0.11518988835994365	0.15286482870578766
2022-09-20 19:29:06	1.1h	284c0448edbc476189d3f97c4cb24142	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	8754	131283	69766	['1WEJ']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9561074505828686	0.9534977759805904	0.9587314494816019	0.9899777172462472	0.8833951027228518	0.14030261299292493	0.18894352555505886	0.08125709633882473	0.5080703518353481	0.1671500131821777	0.21727210418094586	0.6507417543396958	95.0536897418323	0.13252771149532203	0.16528774797916412
2022-09-20 19:29:00		bfe3db35945242d885b48f2360b7b5cf	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	RUNNING	17143	131283	70418	['1NSN', '1OB1', '1WEJ']	3VRL	64	50	0.01	0	Adam	None	73000	0															
2022-09-20 19:25:13	1.2h	6afc88e6e8894dc98865df5be7de11b8	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	13305	131283	70717	['1OB1', '1WEJ']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9442680389795248	0.9584352078239609	0.9305135951661632	0.9929814689945953	0.19173790356046144	0.1130929964134735	0.17089384404730656	0.8828395164190666	0.1378777145555784	0.09435322135873653	0.9052236001503194	0.5131069460882751	96.17437053739197	0.10440048372122245	0.1841645985841751
2022-09-20 19:23:58	1.2h	05ffe7f63dc641d28aef90ec92f1f4da	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	12908	131283	71250	['1NSN', '1WEJ']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9490826186081859	0.9549923530696963	0.9432455761760897	0.994027497360838	0.19938137609143428	0.09839722326433913	0.16802156303150853	0.8727867897441588	0.13995719171560675	0.09262761426482741	0.9030833591571119	0.5113191060358679	96.36659436008676	0.09917999385040033	0.06377685070037842
2022-09-20 19:23:48	1.2h	5beb3f415ff24c72b7df09fa3ed67dc7	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	16620	131283	71337	['1FBI', '1NSN', '1WEJ']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9255533199195171	0.9601113172541744	0.8933966335779024	0.9931610616644464	0.11349330304321076	0.10559322776244091	0.20205819168811884	0.9986207176325024	0.06060952293899439	0.11239751115444248	0.9988567990373044	0.46162851170773883	95.9927797833935	0.12468759454786778	0.14517201483249664
2022-09-20 19:22:16	1.1h	ac122c8af9094a80a6969c4e0bb30ff1	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	9064	131283	72262	['1NSN']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9845921775670725	0.9832149774047773	0.9859732412602503	0.9983797254759452	0.888319664830741	0.14532337975221632	0.19620512820512823	0.07435855415505853	0.2627758354090019	0.18330778075891146	0.21105472197705208	0.6680296673896758	98.42233009708737	0.10679376093824905	0.0013603318948298693
2022-09-20 19:22:05	1.2h	cdda71f04d824c61be191edbafcd9060	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	12358	131283	70896	['1FBI', '1WEJ']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9536409359282746	0.9665336879432624	0.9410876132930514	0.9937693152206005	0.21608036702612765	0.07950008438522117	0.16168730131550538	0.8490820865908759	0.12128760007007762	0.0890351991997573	0.8787020553487619	0.4786842058765956	96.5690241139343	0.1372372579194375	0.11071059107780457
2022-09-20 19:19:13	1.1h	d6f8cc1bd7714373afb5a9c8a3762f2e	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	9577	131283	71801	['1OB1']	3VRL	64	50	0.01	0	Adam	None	73000	0	0.9800718719372753	0.9892284018465597	0.9710832973672853	0.9980065364927108	0.8637157461309102	0.1283350539827437	0.1847369091604026	0.09917648729234702	0.29077641431106843	0.1556907659269864	0.22710660958546516	0.6591850041614382	98.08917197452229	0.07254241156061957	0.015864146873354912
2022-09-20 19:17:56	1.2h	21e6f947971d4b989c953baabad33243	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	20630	131283	69752	['1NSN', '1OB1', '3VRL', '5E94']	1WEJ	64	50	0.01	0	Adam	None	73000	0	0.8386277001270649	0.9169213670464018	0.7726527745258721	0.9738236637845277	0.3070902424413974	0.1509939858287813	0.2426213466492064	0.7790774983049509	0.12217880456723262	0.14245640124374748	0.8172564226854095	0.5172091894488988	93.84391662627242	0.16682035883098564	0.10615241527557373
2022-09-20 18:48:38	1.2h	2df6c54c0c79485b9ffa2b816c865d0a	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	16546	131283	69683	['1FBI', '1OB1', '1WEJ']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.8744752308984046	0.9038837057930137	0.8469201057125432	0.9788417027733692	0.11214984881180283	0.10604099305878029	0.20133141855710251	0.9997361816693612	0.2033698193977895	0.11193585492929156	0.9998186872960232	0.47404766414786703	92.77166686812522	0.17864945448906266	0.2167729139328003
2022-09-20 18:40:58	1.2h	33717c91efdd403c9f97bc62bd1e5805	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	16798	131283	69508	['1NSN', '1OB1', '1WEJ']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.8683642641346571	0.9252701770521959	0.8180524496848953	0.981068338654517	0.8300187059784847	0.22556779614307904	0.2729977182797563	0.12037330920239599	0.24719118240747087	0.26513323983169707	0.2813430170258364	0.5775550713348354	92.73723062269318	0.17813730084057544	0.19332760572433472
2022-09-20 18:39:08	1.2h	02b97a0bad894768989cbf4360744ef4	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	17121	131283	71147	['1FBI', '1NSN', '3VRL']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.8985083967873162	0.9226649528706083	0.8755844683878837	0.9836682730984447	0.4207298994636263	0.17171033063161983	0.21976765293156653	0.6270653082127167	0.18534768401087726	0.13010025897548866	0.707143274341452	0.5743825703854237	94.31692074061094	0.17559957479251853	0.04426169395446777
2022-09-20 18:38:50	1.2h	0fd0c1f6be334216aa9e568c2ee9f5c7	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	13071	131283	69308	['1OB1', '1WEJ']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9032389488694235	0.9050826699326393	0.9014027241309209	0.9792094392355372	0.8268492733142137	0.15394115432511268	0.21104131814021024	0.1289191847818557	0.4680956407150964	0.17963460505104784	0.2557570193558259	0.5697123604409968	92.73200214214674	0.19344479955914545	0.0813160240650177
2022-09-20 18:36:29	1.2h	89a347101a6d422fa55f874a70d11ce6	v.0.1.1_dev_2	LOCAL	scripts/script_07_SN10_openset_NDBK.py	eugen	FINISHED	12968	131283	71148	['1FBI', '3VRL']	5E+094	64	50	0.01	0	Adam	None	73000	0	0.9329902213072568	0.944954128440367	0.9213254726570441	0.9878541756502552	0.7392808368746144	0.14578863100231712	0.20574011108529913	0.23835536668723267	0.34170456190062687	0.14166884797719803	0.37561690314620605	0.6120522093530276	94.9799506477483	0.13720907280542727	0.10125120729207993
